in s,C1 in V,C2 in V
-1.756800E+00,2.00195E+00,-5.16602E-01
-1.756440E+00,1.96289E+00,-5.18555E-01
-1.756080E+00,1.98242E+00,-5.20508E-01
-1.755720E+00,2.00195E+00,-5.14648E-01
-1.755360E+00,1.94336E+00,-5.10742E-01
-1.755000E+00,2.06055E+00,-5.16602E-01
-1.754640E+00,2.04102E+00,-5.06836E-01
-1.754280E+00,2.02148E+00,-4.99023E-01
-1.753920E+00,2.06055E+00,-5.00977E-01
-1.753560E+00,2.06055E+00,-4.97070E-01
-1.753200E+00,2.06055E+00,-4.95117E-01
-1.752840E+00,2.02148E+00,-4.95117E-01
-1.752480E+00,2.06055E+00,-4.93164E-01
-1.752120E+00,2.08008E+00,-4.93164E-01
-1.751760E+00,2.02148E+00,-4.81445E-01
-1.751400E+00,2.08008E+00,-4.87305E-01
-1.751040E+00,2.11914E+00,-4.79492E-01
-1.750680E+00,2.08008E+00,-4.77539E-01
-1.750320E+00,2.09961E+00,-4.77539E-01
-1.749960E+00,2.08008E+00,-4.83398E-01
-1.749600E+00,2.08008E+00,-4.67773E-01
-1.749240E+00,2.11914E+00,-4.75586E-01
-1.748880E+00,2.09961E+00,-4.67773E-01
-1.748520E+00,2.11914E+00,-4.63867E-01
-1.748160E+00,2.11914E+00,-4.59961E-01
-1.747800E+00,2.15820E+00,-4.54102E-01
-1.747440E+00,2.19727E+00,-4.52148E-01
-1.747080E+00,2.17773E+00,-4.52148E-01
-1.746720E+00,2.13867E+00,-4.56055E-01
-1.746360E+00,2.15820E+00,-4.52148E-01
-1.746000E+00,2.19727E+00,-4.34570E-01
-1.745640E+00,2.21680E+00,-4.38477E-01
-1.745280E+00,2.17773E+00,-4.38477E-01
-1.744920E+00,2.19727E+00,-4.34570E-01
-1.744560E+00,2.21680E+00,-4.30664E-01
-1.744200E+00,2.21680E+00,-4.24805E-01
-1.743840E+00,2.25586E+00,-4.30664E-01
-1.743480E+00,2.23633E+00,-4.28711E-01
-1.743120E+00,2.21680E+00,-4.28711E-01
-1.742760E+00,2.25586E+00,-4.20898E-01
-1.742400E+00,2.27539E+00,-4.11133E-01
-1.742040E+00,2.27539E+00,-4.18945E-01
-1.741680E+00,2.31445E+00,-4.11133E-01
-1.741320E+00,2.27539E+00,-4.11133E-01
-1.740960E+00,2.29492E+00,-4.01367E-01
-1.740600E+00,2.27539E+00,-3.99414E-01
-1.740240E+00,2.29492E+00,-3.97461E-01
-1.739880E+00,2.25586E+00,-3.97461E-01
-1.739520E+00,2.27539E+00,-3.91602E-01
-1.739160E+00,2.35352E+00,-3.87695E-01
-1.738800E+00,2.29492E+00,-3.85742E-01
-1.738440E+00,2.29492E+00,-3.89648E-01
-1.738080E+00,2.31445E+00,-3.79883E-01
-1.737720E+00,2.27539E+00,-3.81836E-01
-1.737360E+00,2.29492E+00,-3.77930E-01
-1.737000E+00,2.35352E+00,-3.77930E-01
-1.736640E+00,2.29492E+00,-3.66211E-01
-1.736280E+00,2.31445E+00,-3.64258E-01
-1.735920E+00,2.33398E+00,-3.56445E-01
-1.735560E+00,2.31445E+00,-3.58398E-01
-1.735200E+00,2.41211E+00,-3.58398E-01
-1.734840E+00,2.39258E+00,-3.50586E-01
-1.734480E+00,2.33398E+00,-3.50586E-01
-1.734120E+00,2.31445E+00,-3.46680E-01
-1.733760E+00,2.37305E+00,-3.48633E-01
-1.733400E+00,2.39258E+00,-3.34961E-01
-1.733040E+00,2.39258E+00,-3.38867E-01
-1.732680E+00,2.35352E+00,-3.33008E-01
-1.732320E+00,2.39258E+00,-3.36914E-01
-1.731960E+00,2.41211E+00,-3.29102E-01
-1.731600E+00,2.37305E+00,-3.33008E-01
-1.731240E+00,2.39258E+00,-3.21289E-01
-1.730880E+00,2.41211E+00,-3.17383E-01
-1.730520E+00,2.47070E+00,-3.17383E-01
-1.730160E+00,2.43164E+00,-3.09570E-01
-1.729800E+00,2.39258E+00,-3.07617E-01
-1.729440E+00,2.39258E+00,-3.05664E-01
-1.729080E+00,2.39258E+00,-2.93945E-01
-1.728720E+00,2.45117E+00,-2.90039E-01
-1.728360E+00,2.39258E+00,-2.99805E-01
-1.728000E+00,2.45117E+00,-2.80273E-01
-1.727640E+00,2.39258E+00,-2.91992E-01
-1.727280E+00,2.45117E+00,-2.82227E-01
-1.726920E+00,2.45117E+00,-2.86133E-01
-1.726560E+00,2.45117E+00,-2.66602E-01
-1.726200E+00,2.47070E+00,-2.70508E-01
-1.725840E+00,2.43164E+00,-2.72461E-01
-1.725480E+00,2.49023E+00,-2.60742E-01
-1.725120E+00,2.43164E+00,-2.62695E-01
-1.724760E+00,2.47070E+00,-2.58789E-01
-1.724400E+00,2.43164E+00,-2.54883E-01
-1.724040E+00,2.45117E+00,-2.54883E-01
-1.723680E+00,2.45117E+00,-2.45117E-01
-1.723320E+00,2.49023E+00,-2.43164E-01
-1.722960E+00,2.45117E+00,-2.43164E-01
-1.722600E+00,2.43164E+00,-2.41211E-01
-1.722240E+00,2.50977E+00,-2.39258E-01
-1.721880E+00,2.43164E+00,-2.33398E-01
-1.721520E+00,2.47070E+00,-2.25586E-01
-1.721160E+00,2.45117E+00,-2.21680E-01
-1.720800E+00,2.45117E+00,-2.25586E-01
-1.720440E+00,2.45117E+00,-2.17773E-01
-1.720080E+00,2.45117E+00,-2.11914E-01
-1.719720E+00,2.43164E+00,-2.13867E-01
-1.719360E+00,2.47070E+00,-2.06055E-01
-1.719000E+00,2.45117E+00,-2.06055E-01
-1.718640E+00,2.54883E+00,-2.06055E-01
-1.718280E+00,2.45117E+00,-1.98242E-01
-1.717920E+00,2.50977E+00,-1.88477E-01
-1.717560E+00,2.50977E+00,-1.80664E-01
-1.717200E+00,2.50977E+00,-1.86523E-01
-1.716840E+00,2.43164E+00,-1.82617E-01
-1.716480E+00,2.50977E+00,-1.86523E-01
-1.716120E+00,2.47070E+00,-1.80664E-01
-1.715760E+00,2.52930E+00,-1.80664E-01
-1.715400E+00,2.50977E+00,-1.63086E-01
-1.715040E+00,2.49023E+00,-1.65039E-01
-1.714680E+00,2.47070E+00,-1.63086E-01
-1.714320E+00,2.49023E+00,-1.57227E-01
-1.713960E+00,2.43164E+00,-1.49414E-01
-1.713600E+00,2.50977E+00,-1.45508E-01
-1.713240E+00,2.49023E+00,-1.47461E-01
-1.712880E+00,2.47070E+00,-1.41602E-01
-1.712520E+00,2.49023E+00,-1.39648E-01
-1.712160E+00,2.50977E+00,-1.35742E-01
-1.711800E+00,2.49023E+00,-1.27930E-01
-1.711440E+00,2.47070E+00,-1.33789E-01
-1.711080E+00,2.43164E+00,-1.31836E-01
-1.710720E+00,2.47070E+00,-1.20117E-01
-1.710360E+00,2.50977E+00,-1.18164E-01
-1.710000E+00,2.49023E+00,-1.08398E-01
-1.709640E+00,2.50977E+00,-1.10352E-01
-1.709280E+00,2.45117E+00,-1.02539E-01
-1.708920E+00,2.49023E+00,-1.02539E-01
-1.708560E+00,2.49023E+00,-1.00586E-01
-1.708200E+00,2.50977E+00,-9.47266E-02
-1.707840E+00,2.50977E+00,-9.27734E-02
-1.707480E+00,2.50977E+00,-9.27734E-02
-1.707120E+00,2.50977E+00,-8.69141E-02
-1.706760E+00,2.47070E+00,-7.91016E-02
-1.706400E+00,2.45117E+00,-7.71484E-02
-1.706040E+00,2.50977E+00,-8.10547E-02
-1.705680E+00,2.49023E+00,-6.54297E-02
-1.705320E+00,2.47070E+00,-7.12891E-02
-1.704960E+00,2.52930E+00,-5.95703E-02
-1.704600E+00,2.41211E+00,-5.95703E-02
-1.704240E+00,2.45117E+00,-5.37109E-02
-1.703880E+00,2.47070E+00,-4.98047E-02
-1.703520E+00,2.47070E+00,-4.98047E-02
-1.703160E+00,2.43164E+00,-4.39453E-02
-1.702800E+00,2.45117E+00,-4.98047E-02
-1.702440E+00,2.45117E+00,-3.80859E-02
-1.702080E+00,2.47070E+00,-4.00391E-02
-1.701720E+00,2.45117E+00,-3.02734E-02
-1.701360E+00,2.49023E+00,-2.63672E-02
-1.701000E+00,2.45117E+00,-2.63672E-02
-1.700640E+00,2.43164E+00,-2.24609E-02
-1.700280E+00,2.45117E+00,-2.63672E-02
-1.699920E+00,2.45117E+00,-2.05078E-02
-1.699560E+00,2.47070E+00,-8.78906E-03
-1.699200E+00,2.50977E+00,-4.88281E-03
-1.698840E+00,2.50977E+00,6.83594E-03
-1.698480E+00,2.39258E+00,2.92969E-03
-1.698120E+00,2.45117E+00,1.26953E-02
-1.697760E+00,2.39258E+00,1.46484E-02
-1.697400E+00,2.39258E+00,1.66016E-02
-1.697040E+00,2.41211E+00,2.05078E-02
-1.696680E+00,2.41211E+00,2.83203E-02
-1.696320E+00,2.37305E+00,2.24609E-02
-1.695960E+00,2.45117E+00,2.63672E-02
-1.695600E+00,2.39258E+00,4.19922E-02
-1.695240E+00,2.43164E+00,4.00391E-02
-1.694880E+00,2.35352E+00,4.19922E-02
-1.694520E+00,2.43164E+00,4.39453E-02
-1.694160E+00,2.37305E+00,4.78516E-02
-1.693800E+00,2.39258E+00,5.76172E-02
-1.693440E+00,2.37305E+00,5.37109E-02
-1.693080E+00,2.39258E+00,5.95703E-02
-1.692720E+00,2.31445E+00,6.73828E-02
-1.692360E+00,2.37305E+00,6.73828E-02
-1.692000E+00,2.37305E+00,7.12891E-02
-1.691640E+00,2.35352E+00,7.32422E-02
-1.691280E+00,2.33398E+00,7.91016E-02
-1.690920E+00,2.35352E+00,8.30078E-02
-1.690560E+00,2.31445E+00,8.88672E-02
-1.690200E+00,2.37305E+00,9.27734E-02
-1.689840E+00,2.37305E+00,9.27734E-02
-1.689480E+00,2.31445E+00,9.47266E-02
-1.689120E+00,2.37305E+00,9.47266E-02
-1.688760E+00,2.25586E+00,1.04492E-01
-1.688400E+00,2.29492E+00,1.08398E-01
-1.688040E+00,2.33398E+00,1.08398E-01
-1.687680E+00,2.29492E+00,1.08398E-01
-1.687320E+00,2.35352E+00,1.14258E-01
-1.686960E+00,2.33398E+00,1.24023E-01
-1.686600E+00,2.29492E+00,1.29883E-01
-1.686240E+00,2.27539E+00,1.31836E-01
-1.685880E+00,2.23633E+00,1.29883E-01
-1.685520E+00,2.23633E+00,1.37695E-01
-1.685160E+00,2.29492E+00,1.37695E-01
-1.684800E+00,2.23633E+00,1.45508E-01
-1.684440E+00,2.29492E+00,1.51367E-01
-1.684080E+00,2.27539E+00,1.51367E-01
-1.683720E+00,2.25586E+00,1.53320E-01
-1.683360E+00,2.29492E+00,1.61133E-01
-1.683000E+00,2.21680E+00,1.59180E-01
-1.682640E+00,2.21680E+00,1.63086E-01
-1.682280E+00,2.21680E+00,1.70898E-01
-1.681920E+00,2.19727E+00,1.76758E-01
-1.681560E+00,2.19727E+00,1.74805E-01
-1.681200E+00,2.19727E+00,1.74805E-01
-1.680840E+00,2.19727E+00,1.78711E-01
-1.680480E+00,2.19727E+00,1.86523E-01
-1.680120E+00,2.17773E+00,1.92383E-01
-1.679760E+00,2.19727E+00,1.92383E-01
-1.679400E+00,2.15820E+00,2.00195E-01
-1.679040E+00,2.15820E+00,2.00195E-01
-1.678680E+00,2.19727E+00,2.00195E-01
-1.678320E+00,2.15820E+00,2.13867E-01
-1.677960E+00,2.11914E+00,2.09961E-01
-1.677600E+00,2.09961E+00,2.09961E-01
-1.677240E+00,2.11914E+00,2.19727E-01
-1.676880E+00,2.11914E+00,2.23633E-01
-1.676520E+00,2.13867E+00,2.25586E-01
-1.676160E+00,2.11914E+00,2.33398E-01
-1.675800E+00,2.11914E+00,2.37305E-01
-1.675440E+00,2.08008E+00,2.43164E-01
-1.675080E+00,2.11914E+00,2.35352E-01
-1.674720E+00,2.09961E+00,2.43164E-01
-1.674360E+00,2.08008E+00,2.47070E-01
-1.674000E+00,2.06055E+00,2.54883E-01
-1.673640E+00,2.08008E+00,2.58789E-01
-1.673280E+00,2.06055E+00,2.54883E-01
-1.672920E+00,2.02148E+00,2.60742E-01
-1.672560E+00,2.00195E+00,2.60742E-01
-1.672200E+00,2.08008E+00,2.66602E-01
-1.671840E+00,2.06055E+00,2.70508E-01
-1.671480E+00,2.00195E+00,2.72461E-01
-1.671120E+00,2.06055E+00,2.76367E-01
-1.670760E+00,2.00195E+00,2.74414E-01
-1.670400E+00,2.00195E+00,2.86133E-01
-1.670040E+00,1.98242E+00,2.86133E-01
-1.669680E+00,1.96289E+00,2.95898E-01
-1.669320E+00,1.94336E+00,2.93945E-01
-1.668960E+00,1.94336E+00,2.91992E-01
-1.668600E+00,1.92383E+00,2.95898E-01
-1.668240E+00,1.96289E+00,3.03711E-01
-1.667880E+00,1.88477E+00,3.01758E-01
-1.667520E+00,1.94336E+00,3.09570E-01
-1.667160E+00,1.92383E+00,3.17383E-01
-1.666800E+00,1.92383E+00,3.15430E-01
-1.666440E+00,1.88477E+00,3.19336E-01
-1.666080E+00,1.88477E+00,3.21289E-01
-1.665720E+00,1.92383E+00,3.29102E-01
-1.665360E+00,1.86523E+00,3.31055E-01
-1.665000E+00,1.82617E+00,3.40820E-01
-1.664640E+00,1.90430E+00,3.42773E-01
-1.664280E+00,1.84570E+00,3.44727E-01
-1.663920E+00,1.86523E+00,3.50586E-01
-1.663560E+00,1.82617E+00,3.42773E-01
-1.663200E+00,1.84570E+00,3.48633E-01
-1.662840E+00,1.84570E+00,3.54492E-01
-1.662480E+00,1.78711E+00,3.58398E-01
-1.662120E+00,1.82617E+00,3.60352E-01
-1.661760E+00,1.78711E+00,3.64258E-01
-1.661400E+00,1.78711E+00,3.62305E-01
-1.661040E+00,1.78711E+00,3.74023E-01
-1.660680E+00,1.82617E+00,3.72070E-01
-1.660320E+00,1.74805E+00,3.79883E-01
-1.659960E+00,1.70898E+00,3.77930E-01
-1.659600E+00,1.70898E+00,3.74023E-01
-1.659240E+00,1.72852E+00,3.81836E-01
-1.658880E+00,1.72852E+00,3.93555E-01
-1.658520E+00,1.68945E+00,3.95508E-01
-1.658160E+00,1.78711E+00,3.95508E-01
-1.657800E+00,1.68945E+00,3.99414E-01
-1.657440E+00,1.70898E+00,3.93555E-01
-1.657080E+00,1.68945E+00,4.01367E-01
-1.656720E+00,1.68945E+00,4.05273E-01
-1.656360E+00,1.68945E+00,4.09180E-01
-1.656000E+00,1.61133E+00,4.09180E-01
-1.655640E+00,1.65039E+00,4.09180E-01
-1.655280E+00,1.63086E+00,4.16992E-01
-1.654920E+00,1.61133E+00,4.22852E-01
-1.654560E+00,1.59180E+00,4.20898E-01
-1.654200E+00,1.53320E+00,4.24805E-01
-1.653840E+00,1.57227E+00,4.30664E-01
-1.653480E+00,1.57227E+00,4.30664E-01
-1.653120E+00,1.57227E+00,4.28711E-01
-1.652760E+00,1.55273E+00,4.38477E-01
-1.652400E+00,1.53320E+00,4.46289E-01
-1.652040E+00,1.55273E+00,4.40430E-01
-1.651680E+00,1.51367E+00,4.40430E-01
-1.651320E+00,1.51367E+00,4.50195E-01
-1.650960E+00,1.49414E+00,4.52148E-01
-1.650600E+00,1.49414E+00,4.46289E-01
-1.650240E+00,1.45508E+00,4.59961E-01
-1.649880E+00,1.47461E+00,4.59961E-01
-1.649520E+00,1.51367E+00,4.69727E-01
-1.649160E+00,1.45508E+00,4.63867E-01
-1.648800E+00,1.43555E+00,4.71680E-01
-1.648440E+00,1.37695E+00,4.71680E-01
-1.648080E+00,1.41602E+00,4.75586E-01
-1.647720E+00,1.41602E+00,4.69727E-01
-1.647360E+00,1.43555E+00,4.79492E-01
-1.647000E+00,1.39648E+00,4.79492E-01
-1.646640E+00,1.31836E+00,4.89258E-01
-1.646280E+00,1.37695E+00,4.87305E-01
-1.645920E+00,1.31836E+00,4.93164E-01
-1.645560E+00,1.31836E+00,4.95117E-01
-1.645200E+00,1.29883E+00,4.93164E-01
-1.644840E+00,1.25977E+00,4.91211E-01
-1.644480E+00,1.27930E+00,4.93164E-01
-1.644120E+00,1.31836E+00,5.02930E-01
-1.643760E+00,1.27930E+00,5.06836E-01
-1.643400E+00,1.24023E+00,5.06836E-01
-1.643040E+00,1.24023E+00,5.08789E-01
-1.642680E+00,1.27930E+00,5.14648E-01
-1.642320E+00,1.24023E+00,5.20508E-01
-1.641960E+00,1.20117E+00,5.20508E-01
-1.641600E+00,1.16211E+00,5.24414E-01
-1.641240E+00,1.18164E+00,5.20508E-01
-1.640880E+00,1.16211E+00,5.24414E-01
-1.640520E+00,1.18164E+00,5.36133E-01
-1.640160E+00,1.14258E+00,5.30273E-01
-1.639800E+00,1.14258E+00,5.28320E-01
-1.639440E+00,1.14258E+00,5.32227E-01
-1.639080E+00,1.14258E+00,5.43945E-01
-1.638720E+00,1.08398E+00,5.36133E-01
-1.638360E+00,1.08398E+00,5.41992E-01
-1.638000E+00,1.12305E+00,5.47852E-01
-1.637640E+00,1.08398E+00,5.43945E-01
-1.637280E+00,1.08398E+00,5.53711E-01
-1.636920E+00,1.02539E+00,5.51758E-01
-1.636560E+00,1.04492E+00,5.47852E-01
-1.636200E+00,1.04492E+00,5.57617E-01
-1.635840E+00,1.02539E+00,5.61523E-01
-1.635480E+00,1.04492E+00,5.53711E-01
-1.635120E+00,9.86328E-01,5.59570E-01
-1.634760E+00,1.04492E+00,5.71289E-01
-1.634400E+00,9.27734E-01,5.63477E-01
-1.634040E+00,9.27734E-01,5.71289E-01
-1.633680E+00,9.47266E-01,5.69336E-01
-1.633320E+00,9.27734E-01,5.67383E-01
-1.632960E+00,8.49609E-01,5.71289E-01
-1.632600E+00,8.49609E-01,5.81055E-01
-1.632240E+00,9.08203E-01,5.77148E-01
-1.631880E+00,8.69141E-01,5.86914E-01
-1.631520E+00,8.88672E-01,5.81055E-01
-1.631160E+00,8.49609E-01,5.81055E-01
-1.630800E+00,8.49609E-01,5.81055E-01
-1.630440E+00,8.49609E-01,5.90820E-01
-1.630080E+00,7.91016E-01,5.88867E-01
-1.629720E+00,7.51953E-01,5.88867E-01
-1.629360E+00,7.32422E-01,5.96680E-01
-1.629000E+00,8.30078E-01,5.86914E-01
-1.628640E+00,6.93359E-01,6.02539E-01
-1.628280E+00,7.51953E-01,6.08398E-01
-1.627920E+00,7.71484E-01,5.96680E-01
-1.627560E+00,7.32422E-01,5.98633E-01
-1.627200E+00,7.51953E-01,6.02539E-01
-1.626840E+00,7.12891E-01,6.10352E-01
-1.626480E+00,6.54297E-01,6.04492E-01
-1.626120E+00,6.73828E-01,6.04492E-01
-1.625760E+00,6.73828E-01,6.16211E-01
-1.625400E+00,6.34766E-01,6.12305E-01
-1.625040E+00,6.15234E-01,6.12305E-01
-1.624680E+00,6.15234E-01,6.22070E-01
-1.624320E+00,5.76172E-01,6.20117E-01
-1.623960E+00,5.76172E-01,6.22070E-01
-1.623600E+00,5.76172E-01,6.22070E-01
-1.623240E+00,5.56641E-01,6.25977E-01
-1.622880E+00,5.17578E-01,6.27930E-01
-1.622520E+00,5.95703E-01,6.16211E-01
-1.622160E+00,5.76172E-01,6.25977E-01
-1.621800E+00,5.37109E-01,6.31836E-01
-1.621440E+00,4.98047E-01,6.33789E-01
-1.621080E+00,4.78516E-01,6.25977E-01
-1.620720E+00,4.78516E-01,6.31836E-01
-1.620360E+00,4.78516E-01,6.24023E-01
-1.620000E+00,4.58984E-01,6.35742E-01
-1.619640E+00,4.78516E-01,6.37695E-01
-1.619280E+00,4.00391E-01,6.35742E-01
-1.618920E+00,3.61328E-01,6.41602E-01
-1.618560E+00,4.19922E-01,6.39648E-01
-1.618200E+00,4.00391E-01,6.41602E-01
-1.617840E+00,3.61328E-01,6.39648E-01
-1.617480E+00,3.61328E-01,6.49414E-01
-1.617120E+00,3.41797E-01,6.47461E-01
-1.616760E+00,3.41797E-01,6.49414E-01
-1.616400E+00,3.61328E-01,6.55273E-01
-1.616040E+00,3.02734E-01,6.53320E-01
-1.615680E+00,3.22266E-01,6.51367E-01
-1.615320E+00,3.02734E-01,6.53320E-01
-1.614960E+00,2.63672E-01,6.53320E-01
-1.614600E+00,2.24609E-01,6.59180E-01
-1.614240E+00,2.24609E-01,6.57227E-01
-1.613880E+00,2.63672E-01,6.59180E-01
-1.613520E+00,2.24609E-01,6.59180E-01
-1.613160E+00,1.66016E-01,6.63086E-01
-1.612800E+00,2.24609E-01,6.59180E-01
-1.612440E+00,1.46484E-01,6.63086E-01
-1.612080E+00,1.46484E-01,6.57227E-01
-1.611720E+00,2.05078E-01,6.65039E-01
-1.611360E+00,1.85547E-01,6.57227E-01
-1.611000E+00,8.78906E-02,6.65039E-01
-1.610640E+00,1.46484E-01,6.61133E-01
-1.610280E+00,1.26953E-01,6.72852E-01
-1.609920E+00,1.46484E-01,6.70898E-01
-1.609560E+00,4.88281E-02,6.70898E-01
-1.609200E+00,4.88281E-02,6.65039E-01
-1.608840E+00,6.83594E-02,6.74805E-01
-1.608480E+00,-9.76562E-03,6.66992E-01
-1.608120E+00,-9.76562E-03,6.66992E-01
-1.607760E+00,-4.88281E-02,6.66992E-01
-1.607400E+00,-9.76562E-03,6.78711E-01
-1.607040E+00,-6.83594E-02,6.74805E-01
-1.606680E+00,-9.76562E-03,6.74805E-01
-1.606320E+00,-1.07422E-01,6.82617E-01
-1.605960E+00,-8.78906E-02,6.74805E-01
-1.605600E+00,-1.07422E-01,6.80664E-01
-1.605240E+00,-1.07422E-01,6.74805E-01
-1.604880E+00,-6.83594E-02,6.74805E-01
-1.604520E+00,-6.83594E-02,6.78711E-01
-1.604160E+00,-1.46484E-01,6.74805E-01
-1.603800E+00,-1.26953E-01,6.82617E-01
