in s,C1 in V,C2 in V
-3.542400E+00,7.51953E-01,-1.56738E+00
-3.541680E+00,8.10547E-01,-1.54785E+00
-3.540960E+00,8.69141E-01,-1.59668E+00
-3.540240E+00,8.49609E-01,-1.56738E+00
-3.539520E+00,9.08203E-01,-1.57715E+00
-3.538800E+00,8.88672E-01,-1.55762E+00
-3.538080E+00,9.27734E-01,-1.54785E+00
-3.537360E+00,9.27734E-01,-1.56738E+00
-3.536640E+00,9.08203E-01,-1.55762E+00
-3.535920E+00,9.27734E-01,-1.53809E+00
-3.535200E+00,9.47266E-01,-1.53809E+00
-3.534480E+00,9.66797E-01,-1.53809E+00
-3.533760E+00,1.00586E+00,-1.53809E+00
-3.533040E+00,1.02539E+00,-1.51855E+00
-3.532320E+00,1.00586E+00,-1.53809E+00
-3.531600E+00,1.02539E+00,-1.52832E+00
-3.530880E+00,1.10352E+00,-1.49902E+00
-3.530160E+00,1.06445E+00,-1.52832E+00
-3.529440E+00,1.06445E+00,-1.50879E+00
-3.528720E+00,1.04492E+00,-1.50879E+00
-3.528000E+00,1.08398E+00,-1.50879E+00
-3.527280E+00,1.20117E+00,-1.50879E+00
-3.526560E+00,1.16211E+00,-1.49902E+00
-3.525840E+00,1.16211E+00,-1.50879E+00
-3.525120E+00,1.14258E+00,-1.50879E+00
-3.524400E+00,1.14258E+00,-1.49902E+00
-3.523680E+00,1.20117E+00,-1.48926E+00
-3.522960E+00,1.22070E+00,-1.45020E+00
-3.522240E+00,1.20117E+00,-1.47949E+00
-3.521520E+00,1.22070E+00,-1.43066E+00
-3.520800E+00,1.29883E+00,-1.45020E+00
-3.520080E+00,1.24023E+00,-1.43066E+00
-3.519360E+00,1.27930E+00,-1.39160E+00
-3.518640E+00,1.31836E+00,-1.43066E+00
-3.517920E+00,1.33789E+00,-1.43066E+00
-3.517200E+00,1.35742E+00,-1.43066E+00
-3.516480E+00,1.35742E+00,-1.42090E+00
-3.515760E+00,1.35742E+00,-1.40137E+00
-3.515040E+00,1.39648E+00,-1.40137E+00
-3.514320E+00,1.33789E+00,-1.38184E+00
-3.513600E+00,1.37695E+00,-1.40137E+00
-3.512880E+00,1.43555E+00,-1.38184E+00
-3.512160E+00,1.39648E+00,-1.37207E+00
-3.511440E+00,1.43555E+00,-1.38184E+00
-3.510720E+00,1.47461E+00,-1.38184E+00
-3.510000E+00,1.51367E+00,-1.36230E+00
-3.509280E+00,1.49414E+00,-1.36230E+00
-3.508560E+00,1.51367E+00,-1.36230E+00
-3.507840E+00,1.49414E+00,-1.36230E+00
-3.507120E+00,1.51367E+00,-1.35254E+00
-3.506400E+00,1.53320E+00,-1.32324E+00
-3.505680E+00,1.61133E+00,-1.34277E+00
-3.504960E+00,1.55273E+00,-1.33301E+00
-3.504240E+00,1.55273E+00,-1.31348E+00
-3.503520E+00,1.57227E+00,-1.32324E+00
-3.502800E+00,1.61133E+00,-1.31348E+00
-3.502080E+00,1.61133E+00,-1.31348E+00
-3.501360E+00,1.61133E+00,-1.31348E+00
-3.500640E+00,1.61133E+00,-1.30371E+00
-3.499920E+00,1.66992E+00,-1.28418E+00
-3.499200E+00,1.63086E+00,-1.27441E+00
-3.498480E+00,1.70898E+00,-1.28418E+00
-3.497760E+00,1.63086E+00,-1.27441E+00
-3.497040E+00,1.70898E+00,-1.25488E+00
-3.496320E+00,1.72852E+00,-1.22559E+00
-3.495600E+00,1.74805E+00,-1.25488E+00
-3.494880E+00,1.70898E+00,-1.23535E+00
-3.494160E+00,1.76758E+00,-1.22559E+00
-3.493440E+00,1.78711E+00,-1.21582E+00
-3.492720E+00,1.76758E+00,-1.21582E+00
-3.492000E+00,1.80664E+00,-1.20605E+00
-3.491280E+00,1.80664E+00,-1.20605E+00
-3.490560E+00,1.88477E+00,-1.18652E+00
-3.489840E+00,1.80664E+00,-1.17676E+00
-3.489120E+00,1.76758E+00,-1.14746E+00
-3.488400E+00,1.82617E+00,-1.16699E+00
-3.487680E+00,1.86523E+00,-1.18652E+00
-3.486960E+00,1.88477E+00,-1.14746E+00
-3.486240E+00,1.86523E+00,-1.14746E+00
-3.485520E+00,1.86523E+00,-1.14746E+00
-3.484800E+00,1.92383E+00,-1.11816E+00
-3.484080E+00,1.90430E+00,-1.11816E+00
-3.483360E+00,1.86523E+00,-1.11816E+00
-3.482640E+00,1.92383E+00,-1.10840E+00
-3.481920E+00,1.92383E+00,-1.07910E+00
-3.481200E+00,1.98242E+00,-1.07910E+00
-3.480480E+00,1.90430E+00,-1.04980E+00
-3.479760E+00,1.94336E+00,-1.07910E+00
-3.479040E+00,1.98242E+00,-1.06934E+00
-3.478320E+00,2.00195E+00,-1.05957E+00
-3.477600E+00,2.04102E+00,-1.04980E+00
-3.476880E+00,2.00195E+00,-1.04980E+00
-3.476160E+00,2.06055E+00,-1.02051E+00
-3.475440E+00,1.98242E+00,-1.03027E+00
-3.474720E+00,2.06055E+00,-1.00098E+00
-3.474000E+00,2.04102E+00,-1.02051E+00
-3.473280E+00,2.08008E+00,-1.00098E+00
-3.472560E+00,2.08008E+00,-9.71680E-01
-3.471840E+00,2.08008E+00,-9.81445E-01
-3.471120E+00,2.08008E+00,-9.81445E-01
-3.470400E+00,2.04102E+00,-9.52148E-01
-3.469680E+00,2.08008E+00,-9.42383E-01
-3.468960E+00,2.13867E+00,-9.32617E-01
-3.468240E+00,2.15820E+00,-9.61914E-01
-3.467520E+00,2.11914E+00,-9.03320E-01
-3.466800E+00,2.09961E+00,-8.93555E-01
-3.466080E+00,2.15820E+00,-8.93555E-01
-3.465360E+00,2.17773E+00,-8.93555E-01
-3.464640E+00,2.19727E+00,-8.74023E-01
-3.463920E+00,2.19727E+00,-8.74023E-01
-3.463200E+00,2.17773E+00,-8.83789E-01
-3.462480E+00,2.19727E+00,-8.54492E-01
-3.461760E+00,2.21680E+00,-8.44727E-01
-3.461040E+00,2.19727E+00,-8.25195E-01
-3.460320E+00,2.19727E+00,-8.25195E-01
-3.459600E+00,2.21680E+00,-8.44727E-01
-3.458880E+00,2.27539E+00,-8.25195E-01
-3.458160E+00,2.21680E+00,-8.05664E-01
-3.457440E+00,2.27539E+00,-8.05664E-01
-3.456720E+00,2.15820E+00,-7.56836E-01
-3.456000E+00,2.25586E+00,-7.66602E-01
-3.455280E+00,2.23633E+00,-7.56836E-01
-3.454560E+00,2.27539E+00,-7.47070E-01
-3.453840E+00,2.25586E+00,-7.56836E-01
-3.453120E+00,2.27539E+00,-7.17773E-01
-3.452400E+00,2.35352E+00,-7.37305E-01
-3.451680E+00,2.31445E+00,-7.08008E-01
-3.450960E+00,2.31445E+00,-6.88477E-01
-3.450240E+00,2.31445E+00,-6.78711E-01
-3.449520E+00,2.27539E+00,-6.98242E-01
-3.448800E+00,2.29492E+00,-6.78711E-01
-3.448080E+00,2.29492E+00,-6.49414E-01
-3.447360E+00,2.29492E+00,-6.39648E-01
-3.446640E+00,2.35352E+00,-6.10352E-01
-3.445920E+00,2.35352E+00,-6.39648E-01
-3.445200E+00,2.29492E+00,-6.39648E-01
-3.444480E+00,2.35352E+00,-6.00586E-01
-3.443760E+00,2.37305E+00,-6.00586E-01
-3.443040E+00,2.37305E+00,-5.81055E-01
-3.442320E+00,2.37305E+00,-5.90820E-01
-3.441600E+00,2.37305E+00,-5.61523E-01
-3.440880E+00,2.41211E+00,-5.71289E-01
-3.440160E+00,2.39258E+00,-5.61523E-01
-3.439440E+00,2.43164E+00,-5.51758E-01
-3.438720E+00,2.41211E+00,-5.12695E-01
-3.438000E+00,2.39258E+00,-5.32227E-01
-3.437280E+00,2.37305E+00,-4.93164E-01
-3.436560E+00,2.41211E+00,-4.83398E-01
-3.435840E+00,2.39258E+00,-4.93164E-01
-3.435120E+00,2.43164E+00,-4.83398E-01
-3.434400E+00,2.39258E+00,-4.54102E-01
-3.433680E+00,2.47070E+00,-4.83398E-01
-3.432960E+00,2.45117E+00,-4.44336E-01
-3.432240E+00,2.41211E+00,-4.24805E-01
-3.431520E+00,2.45117E+00,-4.24805E-01
-3.430800E+00,2.43164E+00,-4.05273E-01
-3.430080E+00,2.45117E+00,-3.95508E-01
-3.429360E+00,2.41211E+00,-4.15039E-01
-3.428640E+00,2.43164E+00,-3.75977E-01
-3.427920E+00,2.45117E+00,-3.75977E-01
-3.427200E+00,2.45117E+00,-3.75977E-01
-3.426480E+00,2.47070E+00,-3.85742E-01
-3.425760E+00,2.45117E+00,-3.66211E-01
-3.425040E+00,2.45117E+00,-3.27148E-01
-3.424320E+00,2.47070E+00,-3.17383E-01
-3.423600E+00,2.49023E+00,-3.17383E-01
-3.422880E+00,2.45117E+00,-3.17383E-01
-3.422160E+00,2.45117E+00,-2.88086E-01
-3.421440E+00,2.43164E+00,-2.68555E-01
-3.420720E+00,2.52930E+00,-3.07617E-01
-3.420000E+00,2.49023E+00,-2.58789E-01
-3.419280E+00,2.49023E+00,-2.49023E-01
-3.418560E+00,2.49023E+00,-2.49023E-01
-3.417840E+00,2.43164E+00,-2.00195E-01
-3.417120E+00,2.49023E+00,-2.09961E-01
-3.416400E+00,2.49023E+00,-2.09961E-01
-3.415680E+00,2.47070E+00,-1.80664E-01
-3.414960E+00,2.45117E+00,-1.61133E-01
-3.414240E+00,2.49023E+00,-1.61133E-01
-3.413520E+00,2.45117E+00,-1.41602E-01
-3.412800E+00,2.52930E+00,-1.22070E-01
-3.412080E+00,2.47070E+00,-1.22070E-01
-3.411360E+00,2.47070E+00,-1.22070E-01
-3.410640E+00,2.49023E+00,-1.22070E-01
-3.409920E+00,2.49023E+00,-8.30078E-02
-3.409200E+00,2.50977E+00,-7.32422E-02
-3.408480E+00,2.50977E+00,-6.34766E-02
-3.407760E+00,2.50977E+00,-7.32422E-02
-3.407040E+00,2.50977E+00,-5.37109E-02
-3.406320E+00,2.50977E+00,-4.88281E-03
-3.405600E+00,2.49023E+00,2.44141E-02
-3.404880E+00,2.49023E+00,-1.46484E-02
-3.404160E+00,2.43164E+00,2.44141E-02
-3.403440E+00,2.45117E+00,4.39453E-02
-3.402720E+00,2.47070E+00,7.32422E-02
-3.402000E+00,2.50977E+00,4.88281E-03
-3.401280E+00,2.47070E+00,4.39453E-02
-3.400560E+00,2.45117E+00,6.34766E-02
-3.399840E+00,2.50977E+00,7.32422E-02
-3.399120E+00,2.50977E+00,9.27734E-02
-3.398400E+00,2.50977E+00,1.02539E-01
-3.397680E+00,2.45117E+00,1.02539E-01
-3.396960E+00,2.45117E+00,1.31836E-01
-3.396240E+00,2.43164E+00,1.12305E-01
-3.395520E+00,2.45117E+00,1.22070E-01
-3.394800E+00,2.50977E+00,1.41602E-01
-3.394080E+00,2.41211E+00,1.41602E-01
-3.393360E+00,2.47070E+00,1.70898E-01
-3.392640E+00,2.47070E+00,2.00195E-01
-3.391920E+00,2.47070E+00,1.90430E-01
-3.391200E+00,2.43164E+00,1.90430E-01
-3.390480E+00,2.47070E+00,2.29492E-01
-3.389760E+00,2.43164E+00,2.39258E-01
-3.389040E+00,2.45117E+00,2.19727E-01
-3.388320E+00,2.43164E+00,2.49023E-01
-3.387600E+00,2.45117E+00,2.88086E-01
-3.386880E+00,2.43164E+00,2.78320E-01
-3.386160E+00,2.43164E+00,3.17383E-01
-3.385440E+00,2.45117E+00,2.97852E-01
-3.384720E+00,2.43164E+00,2.88086E-01
-3.384000E+00,2.41211E+00,3.27148E-01
-3.383280E+00,2.41211E+00,3.27148E-01
-3.382560E+00,2.37305E+00,3.46680E-01
-3.381840E+00,2.37305E+00,3.56445E-01
-3.381120E+00,2.41211E+00,3.75977E-01
-3.380400E+00,2.41211E+00,3.75977E-01
-3.379680E+00,2.33398E+00,3.85742E-01
-3.378960E+00,2.41211E+00,4.05273E-01
-3.378240E+00,2.37305E+00,3.95508E-01
-3.377520E+00,2.35352E+00,4.15039E-01
-3.376800E+00,2.39258E+00,4.24805E-01
-3.376080E+00,2.37305E+00,4.54102E-01
-3.375360E+00,2.41211E+00,4.54102E-01
-3.374640E+00,2.29492E+00,4.34570E-01
-3.373920E+00,2.37305E+00,4.63867E-01
-3.373200E+00,2.35352E+00,4.63867E-01
-3.372480E+00,2.31445E+00,5.22461E-01
-3.371760E+00,2.35352E+00,4.93164E-01
-3.371040E+00,2.31445E+00,5.02930E-01
-3.370320E+00,2.35352E+00,5.22461E-01
-3.369600E+00,2.27539E+00,5.12695E-01
-3.368880E+00,2.33398E+00,5.22461E-01
-3.368160E+00,2.29492E+00,5.41992E-01
-3.367440E+00,2.35352E+00,5.71289E-01
-3.366720E+00,2.33398E+00,5.71289E-01
-3.366000E+00,2.33398E+00,5.71289E-01
-3.365280E+00,2.33398E+00,5.81055E-01
-3.364560E+00,2.31445E+00,5.90820E-01
-3.363840E+00,2.29492E+00,6.00586E-01
-3.363120E+00,2.29492E+00,6.29883E-01
-3.362400E+00,2.27539E+00,6.20117E-01
-3.361680E+00,2.25586E+00,6.49414E-01
-3.360960E+00,2.29492E+00,6.20117E-01
-3.360240E+00,2.23633E+00,6.68945E-01
-3.359520E+00,2.27539E+00,6.59180E-01
-3.358800E+00,2.23633E+00,6.68945E-01
-3.358080E+00,2.21680E+00,7.08008E-01
-3.357360E+00,2.21680E+00,7.17773E-01
-3.356640E+00,2.23633E+00,7.08008E-01
-3.355920E+00,2.19727E+00,7.08008E-01
-3.355200E+00,2.19727E+00,6.98242E-01
-3.354480E+00,2.15820E+00,7.37305E-01
-3.353760E+00,2.15820E+00,7.27539E-01
-3.353040E+00,2.15820E+00,7.47070E-01
-3.352320E+00,2.15820E+00,7.56836E-01
-3.351600E+00,2.15820E+00,7.86133E-01
-3.350880E+00,2.15820E+00,7.86133E-01
-3.350160E+00,2.09961E+00,8.05664E-01
-3.349440E+00,2.08008E+00,8.34961E-01
-3.348720E+00,2.08008E+00,8.15430E-01
-3.348000E+00,2.09961E+00,8.34961E-01
-3.347280E+00,2.08008E+00,8.44727E-01
-3.346560E+00,2.06055E+00,8.44727E-01
-3.345840E+00,2.08008E+00,8.44727E-01
-3.345120E+00,2.08008E+00,8.93555E-01
-3.344400E+00,2.08008E+00,8.93555E-01
-3.343680E+00,2.06055E+00,8.74023E-01
-3.342960E+00,2.04102E+00,8.74023E-01
-3.342240E+00,2.04102E+00,9.03320E-01
-3.341520E+00,2.04102E+00,9.13086E-01
-3.340800E+00,2.00195E+00,9.03320E-01
-3.340080E+00,2.00195E+00,9.32617E-01
-3.339360E+00,2.00195E+00,9.22852E-01
-3.338640E+00,1.94336E+00,9.32617E-01
-3.337920E+00,2.00195E+00,9.71680E-01
-3.337200E+00,2.00195E+00,9.61914E-01
-3.336480E+00,1.96289E+00,9.81445E-01
-3.335760E+00,1.92383E+00,9.91211E-01
-3.335040E+00,1.90430E+00,1.01074E+00
-3.334320E+00,1.92383E+00,1.03027E+00
-3.333600E+00,1.90430E+00,1.03027E+00
-3.332880E+00,1.82617E+00,1.01074E+00
-3.332160E+00,1.86523E+00,1.04004E+00
-3.331440E+00,1.88477E+00,1.03027E+00
-3.330720E+00,1.84570E+00,1.04004E+00
-3.330000E+00,1.80664E+00,1.04980E+00
-3.329280E+00,1.82617E+00,1.08887E+00
-3.328560E+00,1.86523E+00,1.07910E+00
-3.327840E+00,1.84570E+00,1.07910E+00
-3.327120E+00,1.78711E+00,1.10840E+00
-3.326400E+00,1.78711E+00,1.09863E+00
-3.325680E+00,1.80664E+00,1.11816E+00
-3.324960E+00,1.78711E+00,1.12793E+00
-3.324240E+00,1.80664E+00,1.13770E+00
-3.323520E+00,1.72852E+00,1.15723E+00
-3.322800E+00,1.70898E+00,1.15723E+00
-3.322080E+00,1.70898E+00,1.14746E+00
-3.321360E+00,1.65039E+00,1.12793E+00
-3.320640E+00,1.72852E+00,1.16699E+00
-3.319920E+00,1.72852E+00,1.16699E+00
-3.319200E+00,1.65039E+00,1.15723E+00
-3.318480E+00,1.65039E+00,1.18652E+00
-3.317760E+00,1.66992E+00,1.18652E+00
-3.317040E+00,1.63086E+00,1.18652E+00
-3.316320E+00,1.59180E+00,1.22559E+00
-3.315600E+00,1.65039E+00,1.19629E+00
-3.314880E+00,1.61133E+00,1.19629E+00
-3.314160E+00,1.59180E+00,1.25488E+00
-3.313440E+00,1.57227E+00,1.24512E+00
-3.312720E+00,1.61133E+00,1.23535E+00
-3.312000E+00,1.51367E+00,1.24512E+00
-3.311280E+00,1.55273E+00,1.25488E+00
-3.310560E+00,1.51367E+00,1.28418E+00
-3.309840E+00,1.45508E+00,1.28418E+00
-3.309120E+00,1.53320E+00,1.29395E+00
-3.308400E+00,1.47461E+00,1.25488E+00
-3.307680E+00,1.43555E+00,1.28418E+00
-3.306960E+00,1.43555E+00,1.32324E+00
-3.306240E+00,1.37695E+00,1.32324E+00
-3.305520E+00,1.43555E+00,1.32324E+00
-3.304800E+00,1.41602E+00,1.29395E+00
-3.304080E+00,1.41602E+00,1.32324E+00
-3.303360E+00,1.39648E+00,1.33301E+00
-3.302640E+00,1.43555E+00,1.33301E+00
-3.301920E+00,1.35742E+00,1.32324E+00
-3.301200E+00,1.33789E+00,1.32324E+00
-3.300480E+00,1.29883E+00,1.36230E+00
-3.299760E+00,1.35742E+00,1.36230E+00
-3.299040E+00,1.29883E+00,1.37207E+00
-3.298320E+00,1.27930E+00,1.38184E+00
-3.297600E+00,1.22070E+00,1.37207E+00
-3.296880E+00,1.24023E+00,1.38184E+00
-3.296160E+00,1.22070E+00,1.41113E+00
-3.295440E+00,1.24023E+00,1.38184E+00
-3.294720E+00,1.24023E+00,1.40137E+00
-3.294000E+00,1.18164E+00,1.41113E+00
-3.293280E+00,1.18164E+00,1.38184E+00
-3.292560E+00,1.16211E+00,1.42090E+00
-3.291840E+00,1.16211E+00,1.43066E+00
-3.291120E+00,1.12305E+00,1.44043E+00
-3.290400E+00,1.14258E+00,1.45020E+00
-3.289680E+00,1.08398E+00,1.44043E+00
-3.288960E+00,1.08398E+00,1.43066E+00
-3.288240E+00,1.14258E+00,1.45996E+00
-3.287520E+00,1.06445E+00,1.47949E+00
-3.286800E+00,1.04492E+00,1.46973E+00
-3.286080E+00,1.04492E+00,1.45020E+00
-3.285360E+00,1.00586E+00,1.45020E+00
-3.284640E+00,1.06445E+00,1.47949E+00
-3.283920E+00,9.47266E-01,1.47949E+00
-3.283200E+00,9.66797E-01,1.47949E+00
-3.282480E+00,9.27734E-01,1.48926E+00
-3.281760E+00,9.47266E-01,1.46973E+00
-3.281040E+00,9.08203E-01,1.49902E+00
-3.280320E+00,9.27734E-01,1.49902E+00
-3.279600E+00,8.88672E-01,1.49902E+00
-3.278880E+00,8.69141E-01,1.47949E+00
-3.278160E+00,8.10547E-01,1.49902E+00
-3.277440E+00,8.49609E-01,1.50879E+00
-3.276720E+00,9.27734E-01,1.50879E+00
-3.276000E+00,8.30078E-01,1.52832E+00
-3.275280E+00,7.91016E-01,1.48926E+00
-3.274560E+00,7.91016E-01,1.53809E+00
-3.273840E+00,7.71484E-01,1.53809E+00
-3.273120E+00,7.51953E-01,1.55762E+00
-3.272400E+00,7.12891E-01,1.52832E+00
-3.271680E+00,7.12891E-01,1.53809E+00
-3.270960E+00,6.93359E-01,1.53809E+00
-3.270240E+00,7.12891E-01,1.56738E+00
-3.269520E+00,6.93359E-01,1.53809E+00
-3.268800E+00,6.54297E-01,1.59668E+00
-3.268080E+00,6.34766E-01,1.55762E+00
-3.267360E+00,6.15234E-01,1.55762E+00
-3.266640E+00,6.34766E-01,1.55762E+00
-3.265920E+00,6.15234E-01,1.56738E+00
-3.265200E+00,5.76172E-01,1.63574E+00
-3.264480E+00,5.76172E-01,1.58691E+00
-3.263760E+00,5.37109E-01,1.59668E+00
-3.263040E+00,4.98047E-01,1.59668E+00
-3.262320E+00,5.37109E-01,1.62598E+00
-3.261600E+00,4.98047E-01,1.60645E+00
-3.260880E+00,4.58984E-01,1.61621E+00
-3.260160E+00,4.98047E-01,1.62598E+00
-3.259440E+00,4.39453E-01,1.60645E+00
-3.258720E+00,4.19922E-01,1.62598E+00
-3.258000E+00,4.19922E-01,1.57715E+00
-3.257280E+00,4.00391E-01,1.62598E+00
-3.256560E+00,4.00391E-01,1.61621E+00
-3.255840E+00,4.19922E-01,1.63574E+00
-3.255120E+00,3.41797E-01,1.63574E+00
-3.254400E+00,3.41797E-01,1.64551E+00
-3.253680E+00,3.41797E-01,1.61621E+00
-3.252960E+00,3.22266E-01,1.62598E+00
-3.252240E+00,3.02734E-01,1.63574E+00
-3.251520E+00,2.83203E-01,1.63574E+00
-3.250800E+00,2.44141E-01,1.62598E+00
-3.250080E+00,2.63672E-01,1.65527E+00
-3.249360E+00,2.44141E-01,1.64551E+00
-3.248640E+00,1.85547E-01,1.60645E+00
-3.247920E+00,1.66016E-01,1.65527E+00
-3.247200E+00,1.85547E-01,1.63574E+00
-3.246480E+00,1.66016E-01,1.66504E+00
-3.245760E+00,8.78906E-02,1.65527E+00
-3.245040E+00,1.26953E-01,1.64551E+00
-3.244320E+00,1.26953E-01,1.64551E+00
-3.243600E+00,1.07422E-01,1.64551E+00
-3.242880E+00,1.07422E-01,1.65527E+00
-3.242160E+00,6.83594E-02,1.62598E+00
-3.241440E+00,4.88281E-02,1.64551E+00
-3.240720E+00,-2.92969E-02,1.61621E+00
-3.240000E+00,2.92969E-02,1.64551E+00
-3.239280E+00,-9.76562E-03,1.64551E+00
-3.238560E+00,-4.88281E-02,1.64551E+00
-3.237840E+00,-6.83594E-02,1.64551E+00
-3.237120E+00,-8.78906E-02,1.65527E+00
-3.236400E+00,-2.92969E-02,1.64551E+00
-3.235680E+00,-2.92969E-02,1.64551E+00
-3.234960E+00,-8.78906E-02,1.66504E+00
-3.234240E+00,-8.78906E-02,1.64551E+00
-3.233520E+00,-8.78906E-02,1.65527E+00
-3.232800E+00,-1.46484E-01,1.63574E+00
-3.232080E+00,-1.07422E-01,1.67480E+00
-3.231360E+00,-2.44141E-01,1.62598E+00
-3.230640E+00,-2.24609E-01,1.65527E+00
-3.229920E+00,-2.63672E-01,1.65527E+00
-3.229200E+00,-2.24609E-01,1.63574E+00
-3.228480E+00,-2.83203E-01,1.65527E+00
-3.227760E+00,-2.63672E-01,1.64551E+00
-3.227040E+00,-2.83203E-01,1.64551E+00
-3.226320E+00,-2.83203E-01,1.63574E+00
-3.225600E+00,-3.41797E-01,1.62598E+00
-3.224880E+00,-3.41797E-01,1.62598E+00
-3.224160E+00,-3.22266E-01,1.64551E+00
-3.223440E+00,-3.61328E-01,1.64551E+00
-3.222720E+00,-4.00391E-01,1.64551E+00
-3.222000E+00,-4.00391E-01,1.63574E+00
-3.221280E+00,-4.00391E-01,1.64551E+00
-3.220560E+00,-4.39453E-01,1.62598E+00
-3.219840E+00,-4.58984E-01,1.62598E+00
-3.219120E+00,-4.19922E-01,1.63574E+00
-3.218400E+00,-4.78516E-01,1.63574E+00
-3.217680E+00,-4.39453E-01,1.62598E+00
-3.216960E+00,-4.78516E-01,1.62598E+00
-3.216240E+00,-5.17578E-01,1.63574E+00
-3.215520E+00,-5.56641E-01,1.62598E+00
-3.214800E+00,-5.37109E-01,1.62598E+00
-3.214080E+00,-5.17578E-01,1.64551E+00
-3.213360E+00,-5.76172E-01,1.63574E+00
-3.212640E+00,-6.34766E-01,1.61621E+00
-3.211920E+00,-6.15234E-01,1.61621E+00
-3.211200E+00,-5.95703E-01,1.56738E+00
-3.210480E+00,-6.54297E-01,1.59668E+00
-3.209760E+00,-6.93359E-01,1.61621E+00
-3.209040E+00,-6.93359E-01,1.60645E+00
