time	V(y)	V(recti)
4.520501800334651e+00	7.488556e-01	2.549881e+00
4.540501800334651e+00	1.051822e+00	2.693974e+00
4.560501800334650e+00	1.354697e+00	2.795639e+00
4.575996397730698e+00	1.583074e+00	2.831903e+00
4.584333332800000e+00	1.701647e+00	2.835754e+00
4.585333332799999e+00	1.715647e+00	2.835591e+00
4.585433332799999e+00	1.717042e+00	2.835562e+00
4.585633332799999e+00	1.719832e+00	2.835501e+00
4.586333332799999e+00	1.729580e+00	2.835250e+00
4.592110475657135e+00	1.808569e+00	2.829000e+00
4.597887618514271e+00	1.884868e+00	2.817984e+00
4.603664761371407e+00	1.958477e+00	2.802202e+00
4.609441904228543e+00	2.029396e+00	2.781655e+00
4.615219047085679e+00	2.097625e+00	2.756342e+00
4.620996189942815e+00	2.163164e+00	2.726263e+00
4.626773332799951e+00	2.226013e+00	2.691418e+00
4.646773332799951e+00	2.421665e+00	2.546301e+00
4.666773332799950e+00	2.573910e+00	2.351772e+00
4.686773332799950e+00	2.677460e+00	2.112430e+00
4.706773332799949e+00	2.728255e+00	1.833996e+00
4.726773332799949e+00	2.723588e+00	1.523269e+00
4.746773332799949e+00	2.662219e+00	1.188248e+00
4.766773332799948e+00	2.544492e+00	8.388056e-01
4.786773332799948e+00	2.372719e+00	4.933828e-01
4.806773332799947e+00	2.156398e+00	1.871543e-01
4.818095938913517e+00	2.016008e+00	6.660642e-02
4.825936234082565e+00	1.911660e+00	2.388700e-02
4.829392222818749e+00	1.864355e+00	1.518568e-02
4.832819289408148e+00	1.816760e+00	1.046254e-02
4.836913845167723e+00	1.759365e+00	6.747960e-03
4.841534893941780e+00	1.694053e+00	4.061004e-03
4.845914943464726e+00	1.631696e+00	2.485137e-03
4.850258352961951e+00	1.569494e+00	1.531510e-03
4.854492682583322e+00	1.508582e+00	9.567926e-04
4.858836509293281e+00	1.445892e+00	5.914499e-04
4.863133737042165e+00	1.383742e+00	3.669889e-04
4.867481194721666e+00	1.320802e+00	2.265267e-04
4.871777368407145e+00	1.258607e+00	1.405442e-04
4.876110420876248e+00	1.195946e+00	8.689490e-05
4.880412538652109e+00	1.133862e+00	5.388860e-05
4.884742928680716e+00	1.071563e+00	3.332551e-05
4.889049440036308e+00	1.009858e+00	2.065712e-05
4.893376729349333e+00	9.481658e-01	1.277783e-05
4.897684453892380e+00	8.871178e-01	7.919391e-06
4.906317433698002e+00	7.660884e-01	3.036070e-06
4.915496960960914e+00	6.397771e-01	1.115612e-06
4.920927663117643e+00	5.664441e-01	6.250217e-07
4.927993373988889e+00	4.727896e-01	2.977429e-07
4.936812068990481e+00	3.590592e-01	1.181862e-07
4.949355571895808e+00	2.043492e-01	3.189108e-08
4.968219195980549e+00	-1.531425e-02	3.646192e-10
4.980999999400002e+00	-1.561572e-01	3.740130e-11
4.983999997600005e+00	-1.871032e-01	-3.752954e-09
4.994000003599993e+00	-2.860332e-01	-1.377581e-09
4.999000000599999e+00	-3.330411e-01	-1.407595e-09
5.000000000000000e+00	-3.422793e-01	1.842864e-10
