time	V(y)	V(sine)
2.854869497600824e+00	3.145064e+00	1.123156e+00
2.874869497600823e+00	3.056927e+00	7.748816e-01
2.894869497600823e+00	2.913589e+00	4.090199e-01
2.906477987303218e+00	2.792552e+00	1.918632e-01
2.911232708890443e+00	2.735422e+00	1.023990e-01
2.917666667700026e+00	2.654498e+00	-1.884940e-02
2.920515992315697e+00	2.615797e+00	-7.258768e-02
2.923365316931368e+00	2.575708e+00	-1.262380e-01
2.926214641547040e+00	2.534231e+00	-1.798003e-01
2.929063966162711e+00	2.491367e+00	-2.332747e-01
2.931913290778383e+00	2.447115e+00	-2.866611e-01
2.934762615394054e+00	2.401475e+00	-3.399596e-01
2.937611940009726e+00	2.354447e+00	-3.931701e-01
2.957611940009725e+00	2.002500e+00	-7.595987e-01
2.977611940009725e+00	1.611836e+00	-1.108787e+00
2.997611940009724e+00	1.184598e+00	-1.432810e+00
3.017611940009724e+00	7.304786e-01	-1.724313e+00
3.037611940009723e+00	2.597790e-01	-1.976680e+00
3.057611940009723e+00	-2.168211e-01	-2.184183e+00
3.077611940009723e+00	-6.885085e-01	-2.342113e+00
3.097611940009722e+00	-1.145665e+00	-2.446886e+00
3.114751594656934e+00	-1.516862e+00	-2.492540e+00
3.133684451597988e+00	-1.896780e+00	-2.494642e+00
3.151637155079211e+00	-2.221010e+00	-2.449749e+00
3.171637155079210e+00	-2.533346e+00	-2.347026e+00
3.191637155079210e+00	-2.789408e+00	-2.191035e+00
3.211637155079210e+00	-2.982185e+00	-1.985314e+00
3.231637155079209e+00	-3.107299e+00	-1.734534e+00
3.251637155079209e+00	-3.161912e+00	-1.444386e+00
3.271637155079208e+00	-3.144783e+00	-1.121455e+00
3.291637155079208e+00	-3.056297e+00	-7.730715e-01
3.311637155079207e+00	-2.912705e+00	-4.071418e-01
3.323548617116758e+00	-2.788023e+00	-1.842703e-01
3.334333334400023e+00	-2.654492e+00	1.884940e-02
3.337520701048182e+00	-2.611091e+00	7.897192e-02
3.340708067696341e+00	-2.566010e+00	1.389729e-01
3.343895434344499e+00	-2.519251e+00	1.988522e-01
3.347082800992658e+00	-2.470813e+00	2.586100e-01
3.350270167640816e+00	-2.420696e+00	3.182461e-01
3.353457534288975e+00	-2.368900e+00	3.777607e-01
