time	V(y)	V(sine)
7.823514366562751e+00	-1.224500e+00	-1.316181e+00
7.863514366562750e+00	-9.963306e-01	-1.039409e+00
7.877666668900059e+00	-9.114802e-01	-9.373255e-01
7.894275878249292e+00	-8.085672e-01	-8.151721e-01
7.904103506296995e+00	-7.463076e-01	-7.418277e-01
7.917666668900058e+00	-6.596791e-01	-6.394581e-01
7.927160882722202e+00	-5.980534e-01	-5.670975e-01
7.938011412804652e+00	-5.268866e-01	-4.837857e-01
7.959712472969553e+00	-3.828542e-01	-3.155734e-01
7.998786609654857e+00	-1.206463e-01	-9.529922e-03
8.038786609654856e+00	1.488060e-01	3.038760e-01
8.078786609654856e+00	4.159029e-01	6.124897e-01
8.118786609654855e+00	6.764622e-01	9.114440e-01
8.158786609654854e+00	9.263787e-01	1.196024e+00
8.198786609654853e+00	1.161713e+00	1.461743e+00
8.238786609654852e+00	1.378751e+00	1.704408e+00
8.278786609654851e+00	1.577958e+00	1.920195e+00
8.294333335600058e+00	1.649459e+00	1.996063e+00
8.303239883709644e+00	1.687705e+00	2.037394e+00
8.316520239380885e+00	1.742393e+00	2.096050e+00
8.326815836466452e+00	1.782763e+00	2.139017e+00
8.334333335600057e+00	1.810919e+00	2.168980e+00
8.341251875649142e+00	1.835750e+00	2.195504e+00
8.348170415698226e+00	1.859515e+00	2.220967e+00
8.355088955747311e+00	1.882216e+00	2.245367e+00
8.362007495796396e+00	1.903853e+00	2.268704e+00
8.368926035845481e+00	1.924424e+00	2.290979e+00
8.375844575894565e+00	1.943930e+00	2.312192e+00
8.382763115943650e+00	1.962371e+00	2.332342e+00
8.422763115943649e+00	2.053791e+00	2.426764e+00
8.462763115943648e+00	2.117546e+00	2.482913e+00
8.494499211090172e+00	2.144164e+00	2.499627e+00
8.527955286668707e+00	2.146574e+00	2.490365e+00
8.567955286668706e+00	2.118757e+00	2.443245e+00
8.607955286668705e+00	2.058934e+00	2.357593e+00
8.647955286668704e+00	1.966657e+00	2.234761e+00
8.687955286668704e+00	1.846399e+00	2.076685e+00
8.714347195555643e+00	1.752704e+00	1.954278e+00
8.737871688277401e+00	1.655260e+00	1.833823e+00
8.751000002300060e+00	1.597006e+00	1.762205e+00
8.761972787345842e+00	1.545466e+00	1.699911e+00
8.772945572391622e+00	1.492225e+00	1.635770e+00
8.783918357437404e+00	1.437282e+00	1.569785e+00
8.794891142483184e+00	1.380640e+00	1.501953e+00
8.805863927528966e+00	1.322296e+00	1.432275e+00
8.816836712574746e+00	1.262251e+00	1.360751e+00
8.827809497620528e+00	1.200505e+00	1.287382e+00
8.867809497620527e+00	9.677998e-01	1.008635e+00
8.907809497620526e+00	7.201561e-01	7.139822e-01
8.947809497620526e+00	4.611439e-01	4.080691e-01
8.987809497620525e+00	1.948417e-01	9.572058e-02
9.027809497620524e+00	-7.455472e-02	-2.181375e-01
9.067809497620523e+00	-3.427982e-01	-5.285555e-01
9.107809497620522e+00	-6.069876e-01	-8.306378e-01
9.127666669000060e+00	-7.357658e-01	-9.760245e-01
9.137708248826950e+00	-7.992921e-01	-1.048134e+00
9.154538354956461e+00	-9.041753e-01	-1.166619e+00
9.167666669000059e+00	-9.842004e-01	-1.256796e+00
9.173287752190713e+00	-1.017906e+00	-1.294780e+00
9.178908835381367e+00	-1.051172e+00	-1.332335e+00
9.184529918572022e+00	-1.083999e+00	-1.369460e+00
9.190151001762676e+00	-1.116386e+00	-1.406157e+00
9.195772084953330e+00	-1.148334e+00	-1.442424e+00
9.201393168143984e+00	-1.179843e+00	-1.478262e+00
9.207014251334638e+00	-1.210912e+00	-1.513671e+00
9.244476167801743e+00	-1.408680e+00	-1.736825e+00
9.284476167801742e+00	-1.600190e+00	-1.948501e+00
9.324476167801741e+00	-1.766815e+00	-2.129448e+00
9.364476167801740e+00	-1.905603e+00	-2.276812e+00
9.404476167801739e+00	-2.014365e+00	-2.388270e+00
9.444476167801739e+00	-2.091384e+00	-2.462063e+00
9.484476167801738e+00	-2.135496e+00	-2.497027e+00
9.524226213135645e+00	-2.150125e+00	-2.492763e+00
9.547680528995730e+00	-2.144680e+00	-2.472005e+00
9.571205021635514e+00	-2.123357e+00	-2.437710e+00
9.584333335700059e+00	-2.106525e+00	-2.412770e+00
9.595306121740359e+00	-2.088766e+00	-2.388715e+00
9.606278907780661e+00	-2.068508e+00	-2.361900e+00
9.617251693820961e+00	-2.045751e+00	-2.332326e+00
9.628224479861263e+00	-2.020495e+00	-2.299991e+00
9.639197265901563e+00	-1.992741e+00	-2.264897e+00
9.650170051941865e+00	-1.962488e+00	-2.227043e+00
9.661142837982165e+00	-1.929736e+00	-2.186429e+00
