time	V(y)	V(triangle)
4.731532971145924e-03	-6.443926e-03	5.970453e-03
4.887875072448367e-03	-6.616751e-03	6.220600e-03
5.042806330347815e-03	-6.787660e-03	6.468490e-03
5.192225257097505e-03	-6.952175e-03	6.707560e-03
5.348145266626858e-03	-7.123625e-03	6.957032e-03
5.496716393011525e-03	-7.286727e-03	7.194746e-03
5.665903101700565e-03	-7.472059e-03	7.465445e-03
5.826589863296761e-03	-7.647755e-03	7.722544e-03
6.012553171334645e-03	-7.850766e-03	8.020085e-03
6.187535405757671e-03	-8.041387e-03	8.300057e-03
6.359654029537865e-03	-8.228466e-03	8.575447e-03
6.529628367985651e-03	-8.412911e-03	8.847405e-03
6.688970773463865e-03	-8.585519e-03	9.102353e-03
6.862727747769526e-03	-8.773318e-03	9.380365e-03
7.023417418089650e-03	-8.946639e-03	9.637468e-03
7.236544620191410e-03	-9.176101e-03	9.978471e-03
7.436928675982557e-03	-9.391339e-03	1.029909e-02
7.627092842991345e-03	-9.595087e-03	1.060335e-02
7.825166949100293e-03	-9.806897e-03	1.092027e-02
8.007052778751245e-03	-1.000093e-02	1.121128e-02
8.264796349131132e-03	-1.027512e-02	1.162367e-02
8.509070550374531e-03	-1.053434e-02	1.201451e-02
8.729558298060880e-03	-1.076762e-02	1.236729e-02
9.041283359959351e-03	-1.109634e-02	1.286605e-02
9.323242322722081e-03	-1.139276e-02	1.331719e-02
9.592947035194754e-03	-1.167528e-02	1.374872e-02
9.932305849304157e-03	-1.202942e-02	1.429169e-02
1.027892937263530e-02	-1.238979e-02	1.484629e-02
1.060457691695049e-02	-1.272692e-02	1.536732e-02
1.097535183346210e-02	-1.310906e-02	1.596056e-02
1.139710769765401e-02	-1.354167e-02	1.663537e-02
1.185577368722690e-02	-1.400964e-02	1.736924e-02
1.231790147171452e-02	-1.447847e-02	1.810864e-02
1.281853460087845e-02	-1.498311e-02	1.890966e-02
1.345053866605994e-02	-1.561568e-02	1.992086e-02
1.408740639241302e-02	-1.624797e-02	2.093985e-02
1.486674586771031e-02	-1.701422e-02	2.218679e-02
1.582296596108179e-02	-1.794366e-02	2.371675e-02
1.695465932121820e-02	-1.902812e-02	2.552745e-02
1.835490612769419e-02	-2.034665e-02	2.776785e-02
2.001350558240844e-02	-2.187478e-02	3.042161e-02
2.206965453424559e-02	-2.371754e-02	3.371145e-02
2.463207594672312e-02	-2.593271e-02	3.781132e-02
2.797773102934542e-02	-2.868029e-02	4.316437e-02
3.299075302593479e-02	-3.249925e-02	5.118521e-02
3.968933900264560e-02	-3.702408e-02	6.190294e-02
4.983651894671937e-02	-4.255666e-02	7.813843e-02
6.538343775069322e-02	-4.787204e-02	1.030135e-01
9.054239224743554e-02	-4.803165e-02	1.432678e-01
1.352079335310883e-01	-2.805193e-02	2.147327e-01
1.844530088399381e-01	2.136407e-02	2.935248e-01
2.545669266759560e-01	1.295054e-01	4.057071e-01
3.250107070494153e-01	2.629646e-01	5.184171e-01
3.537687335917781e-01	3.225231e-01	5.644300e-01
3.740127447347099e-01	3.654030e-01	5.968204e-01
3.889083653676479e-01	3.967301e-01	6.206534e-01
4.026856492034554e-01	4.253438e-01	6.426970e-01
4.154770004182140e-01	4.514953e-01	6.631632e-01
4.287244797438703e-01	4.779946e-01	6.843592e-01
4.487901949137232e-01	5.167404e-01	7.164643e-01
4.812772385441058e-01	5.759504e-01	7.684436e-01
5.230343144324259e-01	6.457274e-01	8.352549e-01
5.674945728596725e-01	7.107109e-01	9.063913e-01
6.395855912285811e-01	7.992251e-01	1.021737e+00
7.195855912285793e-01	8.824174e-01	1.149737e+00
7.557706218583071e-01	9.154656e-01	1.207633e+00
7.802047980069133e-01	9.362987e-01	1.246728e+00
7.978114070005944e-01	9.510543e-01	1.274898e+00
8.109200662449751e-01	9.620010e-01	1.295872e+00
8.258098945349168e-01	9.744741e-01	1.319696e+00
8.430344758257569e-01	9.890246e-01	1.347255e+00
8.616244496270120e-01	1.005000e+00	1.376999e+00
8.917657851242993e-01	1.031780e+00	1.425225e+00
9.398037336273504e-01	1.077065e+00	1.502086e+00
1.012243880210061e+00	1.151163e+00	1.617990e+00
1.092243880210059e+00	1.239960e+00	1.745990e+00
1.150848507544083e+00	1.309174e+00	1.839758e+00
1.182035106072956e+00	1.347365e+00	1.889656e+00
1.203693716237471e+00	1.374316e+00	1.924310e+00
1.219522107318568e+00	1.394137e+00	1.949635e+00
1.232652829732167e+00	1.410629e+00	1.970644e+00
1.245822080936403e+00	1.427193e+00	1.991715e+00
1.260946710784328e+00	1.446223e+00	2.015915e+00
1.280316925565685e+00	1.470559e+00	2.046907e+00
1.311700159839027e+00	1.509791e+00	2.097120e+00
1.361584236994233e+00	1.571394e+00	2.176935e+00
1.436211492962542e+00	1.662069e+00	2.296338e+00
1.469995800697291e+00	1.702344e+00	2.350393e+00
1.507417003834394e+00	1.746160e+00	2.410267e+00
1.542076823087420e+00	1.786167e+00	2.465723e+00
1.598437543933318e+00	1.850475e+00	2.555900e+00
1.620170851732237e+00	1.875076e+00	2.590673e+00
1.636047998018423e+00	1.892949e+00	2.616077e+00
1.649144377649890e+00	1.907660e+00	2.637031e+00
1.662449697943782e+00	1.922584e+00	2.658319e+00
1.677598851129815e+00	1.939557e+00	2.682558e+00
1.696959969783723e+00	1.961237e+00	2.713536e+00
1.728328747413798e+00	1.996378e+00	2.763726e+00
1.778191439867992e+00	2.052400e+00	2.843506e+00
1.852793788605766e+00	2.136739e+00	2.962870e+00
1.932793788605764e+00	2.227923e+00	3.090870e+00
1.987554915840459e+00	2.290826e+00	3.178488e+00
2.017637213006836e+00	2.325573e+00	3.226619e+00
2.038658273488458e+00	2.349928e+00	3.260253e+00
2.054068497508297e+00	2.367810e+00	3.284909e+00
2.067494593978388e+00	2.383406e+00	3.306391e+00
2.080497118522374e+00	2.398522e+00	3.327195e+00
2.094779029026903e+00	2.415137e+00	3.350046e+00
2.114461648629124e+00	2.438047e+00	3.381539e+00
2.146341076524720e+00	2.475169e+00	3.432546e+00
2.196957593113694e+00	2.534090e+00	3.513532e+00
2.272431743781304e+00	2.621819e+00	3.634291e+00
2.352431743781302e+00	2.714591e+00	3.762291e+00
2.405573366845019e+00	2.776061e+00	3.847317e+00
2.434056755147104e+00	2.808946e+00	3.892891e+00
2.448752771566447e+00	2.825893e+00	3.916404e+00
2.471607967161376e+00	2.852234e+00	3.952973e+00
2.472607967161316e+00	2.853386e+00	3.954573e+00
2.474607967161198e+00	2.855690e+00	3.957773e+00
2.478607967160961e+00	2.860297e+00	3.964173e+00
2.482578859706827e+00	2.864870e+00	3.970526e+00
2.490127630017952e+00	2.873563e+00	3.982604e+00
2.491127630017893e+00	2.874714e+00	3.984204e+00
2.493127630017774e+00	2.877017e+00	3.987404e+00
2.495536531739454e+00	2.879790e+00	3.991258e+00
2.497986019739180e+00	2.882610e+00	3.995178e+00
2.498986019739121e+00	2.883761e+00	3.996778e+00
2.499000000000180e+00	2.883778e+00	3.996800e+00
2.499027960522298e+00	2.883810e+00	3.996845e+00
2.499083881566534e+00	2.883874e+00	3.996934e+00
2.499177708174336e+00	2.883982e+00	3.997084e+00
2.499272054982164e+00	2.884091e+00	3.997235e+00
2.499379022141781e+00	2.884214e+00	3.997406e+00
2.499506501253833e+00	2.884361e+00	3.997610e+00
2.499625088338369e+00	2.884497e+00	3.997800e+00
2.499784767432175e+00	2.884681e+00	3.998056e+00
2.499930867463348e+00	2.884849e+00	3.998289e+00
2.500106485462652e+00	2.885051e+00	3.998570e+00
2.500273506098011e+00	2.885244e+00	3.998838e+00
2.500445661708284e+00	2.885442e+00	3.999113e+00
2.500609858334180e+00	2.885631e+00	3.999376e+00
2.500671606748277e+00	2.885702e+00	3.999475e+00
2.500795103576472e+00	2.885844e+00	3.999672e+00
2.500822555678205e+00	2.885876e+00	3.999716e+00
2.500877459881671e+00	2.885939e+00	3.999804e+00
2.500915063368140e+00	2.885982e+00	3.999864e+00
2.500924793027124e+00	2.885993e+00	3.999880e+00
2.500944252345093e+00	2.886016e+00	3.999911e+00
2.500961081364125e+00	2.886035e+00	3.999938e+00
2.500966341961998e+00	2.886041e+00	3.999946e+00
2.500976863157746e+00	2.886053e+00	3.999963e+00
2.500978957608567e+00	2.886056e+00	3.999966e+00
2.500983146510208e+00	2.886060e+00	3.999973e+00
2.500991524313491e+00	2.886070e+00	3.999986e+00
2.501002542706033e+00	2.886083e+00	3.999996e+00
2.501005932980661e+00	2.886087e+00	3.999990e+00
2.501012713529917e+00	2.886095e+00	3.999980e+00
2.501026274628430e+00	2.886110e+00	3.999958e+00
2.501053396825455e+00	2.886141e+00	3.999915e+00
2.501107641219505e+00	2.886204e+00	3.999828e+00
2.501216130007606e+00	2.886328e+00	3.999654e+00
2.501316708807401e+00	2.886444e+00	3.999493e+00
2.501415845592348e+00	2.886558e+00	3.999335e+00
2.501547453424550e+00	2.886708e+00	3.999124e+00
2.501666301483731e+00	2.886844e+00	3.998934e+00
2.501787441520023e+00	2.886983e+00	3.998740e+00
2.501812908746679e+00	2.887012e+00	3.998699e+00
2.501863843199992e+00	2.887070e+00	3.998618e+00
2.501913283804811e+00	2.887126e+00	3.998539e+00
2.502000000000002e+00	2.887225e+00	3.998400e+00
2.502008671619521e+00	2.887235e+00	3.998386e+00
2.502026014858558e+00	2.887255e+00	3.998358e+00
2.502060701336632e+00	2.887294e+00	3.998303e+00
2.502123868408660e+00	2.887366e+00	3.998202e+00
2.502219194591376e+00	2.887475e+00	3.998049e+00
2.502319107078350e+00	2.887588e+00	3.997890e+00
2.502414025926122e+00	2.887696e+00	3.997738e+00
2.502527532759807e+00	2.887824e+00	3.997556e+00
2.502642517828576e+00	2.887954e+00	3.997372e+00
2.502755755730405e+00	2.888083e+00	3.997191e+00
2.502802528328630e+00	2.888135e+00	3.997116e+00
2.502896073525079e+00	2.888241e+00	3.996966e+00
2.503000000000000e+00	2.888358e+00	3.996800e+00
2.503010392647489e+00	2.888370e+00	3.996783e+00
2.503031177942475e+00	2.888393e+00	3.996750e+00
2.503072748532446e+00	2.888440e+00	3.996684e+00
2.503142707402020e+00	2.888519e+00	3.996572e+00
2.503235892039811e+00	2.888624e+00	3.996423e+00
2.503330420302468e+00	2.888730e+00	3.996271e+00
2.503426402541869e+00	2.888838e+00	3.996118e+00
2.503536871498937e+00	2.888962e+00	3.995941e+00
2.503642183843077e+00	2.889080e+00	3.995773e+00
2.503763595076926e+00	2.889215e+00	3.995578e+00
2.503881889106175e+00	2.889348e+00	3.995389e+00
2.503992875667315e+00	2.889471e+00	3.995211e+00
2.504099892732214e+00	2.889591e+00	3.995040e+00
2.504205282287536e+00	2.889708e+00	3.994872e+00
2.504321029460932e+00	2.889837e+00	3.994686e+00
2.504432857891338e+00	2.889961e+00	3.994507e+00
2.504562131393087e+00	2.890104e+00	3.994301e+00
2.504687984805848e+00	2.890243e+00	3.994099e+00
2.504809620051894e+00	2.890378e+00	3.993905e+00
2.504924546021968e+00	2.890505e+00	3.993721e+00
2.505035764875117e+00	2.890627e+00	3.993543e+00
2.505142830439198e+00	2.890745e+00	3.993371e+00
2.505248484016178e+00	2.890862e+00	3.993202e+00
2.505364388594465e+00	2.890989e+00	3.993017e+00
2.505477890179513e+00	2.891114e+00	3.992835e+00
2.505605577943101e+00	2.891253e+00	3.992631e+00
2.505731093082964e+00	2.891391e+00	3.992430e+00
2.505851187507048e+00	2.891522e+00	3.992238e+00
2.505965028146548e+00	2.891647e+00	3.992056e+00
2.506074945276943e+00	2.891766e+00	3.991880e+00
2.506182092570008e+00	2.891883e+00	3.991709e+00
2.506288178674474e+00	2.891999e+00	3.991539e+00
2.506405252297704e+00	2.892126e+00	3.991352e+00
2.506521748401219e+00	2.892252e+00	3.991165e+00
2.506647480557120e+00	2.892388e+00	3.990964e+00
2.506773172809673e+00	2.892524e+00	3.990763e+00
2.506891553758564e+00	2.892652e+00	3.990573e+00
2.507004493149800e+00	2.892774e+00	3.990393e+00
2.507113356926958e+00	2.892891e+00	3.990219e+00
2.507221044883778e+00	2.893007e+00	3.990046e+00
2.507327979563634e+00	2.893122e+00	3.989875e+00
2.507447517380399e+00	2.893250e+00	3.989684e+00
2.507567619642444e+00	2.893379e+00	3.989492e+00
2.507692853954488e+00	2.893513e+00	3.989291e+00
2.507820237059484e+00	2.893649e+00	3.989088e+00
2.507938752153500e+00	2.893776e+00	3.988898e+00
2.508052409625243e+00	2.893897e+00	3.988716e+00
2.508161815383197e+00	2.894013e+00	3.988541e+00
2.508269988453314e+00	2.894128e+00	3.988368e+00
2.508377360514487e+00	2.894243e+00	3.988196e+00
2.508496976031303e+00	2.894369e+00	3.988005e+00
2.508616932695446e+00	2.894496e+00	3.987813e+00
2.508743327705581e+00	2.894630e+00	3.987611e+00
2.508871572942226e+00	2.894765e+00	3.987406e+00
2.508991648158499e+00	2.894892e+00	3.987213e+00
2.509106799702103e+00	2.895013e+00	3.987029e+00
2.509217700001500e+00	2.895130e+00	3.986852e+00
2.509326178874126e+00	2.895244e+00	3.986678e+00
2.509433533978658e+00	2.895356e+00	3.986506e+00
2.509551801963305e+00	2.895480e+00	3.986317e+00
2.509668936973085e+00	2.895603e+00	3.986130e+00
2.509798063831262e+00	2.895737e+00	3.985923e+00
2.509927171679053e+00	2.895872e+00	3.985717e+00
2.510050478759965e+00	2.896000e+00	3.985519e+00
2.510168750585542e+00	2.896123e+00	3.985330e+00
2.510283141799093e+00	2.896242e+00	3.985147e+00
2.510393042723976e+00	2.896356e+00	3.984971e+00
2.510500860996096e+00	2.896468e+00	3.984799e+00
2.510620908580940e+00	2.896592e+00	3.984607e+00
2.510733271722067e+00	2.896708e+00	3.984427e+00
2.510874718744226e+00	2.896853e+00	3.984200e+00
2.511007479793470e+00	2.896990e+00	3.983988e+00
2.511146612443355e+00	2.897133e+00	3.983765e+00
2.511292432306853e+00	2.897283e+00	3.983532e+00
2.511432300319960e+00	2.897426e+00	3.983308e+00
2.511598439881425e+00	2.897596e+00	3.983042e+00
2.511749381065954e+00	2.897750e+00	3.982801e+00
2.511912241030231e+00	2.897915e+00	3.982540e+00
2.512062806269988e+00	2.898068e+00	3.982300e+00
2.512212267254291e+00	2.898220e+00	3.982060e+00
2.512353961925641e+00	2.898363e+00	3.981834e+00
2.512489466584839e+00	2.898500e+00	3.981617e+00
2.512625554375774e+00	2.898637e+00	3.981399e+00
2.512751897861797e+00	2.898765e+00	3.981197e+00
2.512882938338997e+00	2.898896e+00	3.980987e+00
2.513006332775198e+00	2.899020e+00	3.980790e+00
2.513135205756136e+00	2.899149e+00	3.980584e+00
2.513261558533792e+00	2.899276e+00	3.980381e+00
2.513396347693728e+00	2.899410e+00	3.980166e+00
2.513531443249157e+00	2.899545e+00	3.979950e+00
2.513679132962757e+00	2.899692e+00	3.979713e+00
2.513825067662921e+00	2.899837e+00	3.979480e+00
2.513982125482791e+00	2.899993e+00	3.979228e+00
2.514132851751882e+00	2.900142e+00	3.978987e+00
2.514280025689800e+00	2.900287e+00	3.978752e+00
2.514425366737107e+00	2.900431e+00	3.978519e+00
2.514565548600665e+00	2.900568e+00	3.978295e+00
2.514700395082137e+00	2.900701e+00	3.978079e+00
2.514835274745735e+00	2.900833e+00	3.977864e+00
2.514963335233290e+00	2.900959e+00	3.977659e+00
2.515094542502304e+00	2.901087e+00	3.977449e+00
2.515221103648329e+00	2.901210e+00	3.977246e+00
2.515352743120175e+00	2.901339e+00	3.977036e+00
2.515483161254160e+00	2.901465e+00	3.976827e+00
2.515621376128962e+00	2.901599e+00	3.976606e+00
2.515759864557758e+00	2.901734e+00	3.976384e+00
2.515912562825001e+00	2.901881e+00	3.976140e+00
2.516058625792638e+00	2.902022e+00	3.975906e+00
2.516206687694016e+00	2.902165e+00	3.975669e+00
2.516354307592813e+00	2.902307e+00	3.975433e+00
2.516497324251446e+00	2.902444e+00	3.975204e+00
2.516637787979285e+00	2.902578e+00	3.974980e+00
2.516775673769395e+00	2.902710e+00	3.974759e+00
2.516908935287091e+00	2.902837e+00	3.974546e+00
2.517043084309812e+00	2.902965e+00	3.974331e+00
2.517172647387497e+00	2.903088e+00	3.974124e+00
2.517305396394136e+00	2.903214e+00	3.973911e+00
2.517435660606310e+00	2.903337e+00	3.973703e+00
2.517571083165137e+00	2.903466e+00	3.973486e+00
2.517706014713404e+00	2.903593e+00	3.973270e+00
2.517862652369111e+00	2.903740e+00	3.973020e+00
2.518003846801321e+00	2.903873e+00	3.972794e+00
2.518149931348965e+00	2.904010e+00	3.972560e+00
2.518294965141443e+00	2.904146e+00	3.972328e+00
2.518436892481589e+00	2.904278e+00	3.972101e+00
2.518575949665610e+00	2.904408e+00	3.971879e+00
2.518713655931222e+00	2.904536e+00	3.971658e+00
2.518847103685587e+00	2.904660e+00	3.971445e+00
2.518981907240267e+00	2.904785e+00	3.971229e+00
2.519112753511742e+00	2.904906e+00	3.971020e+00
2.519246864356290e+00	2.905030e+00	3.970805e+00
2.519378779900990e+00	2.905152e+00	3.970594e+00
2.519515464094034e+00	2.905277e+00	3.970375e+00
2.519651518835524e+00	2.905402e+00	3.970158e+00
2.519792710724772e+00	2.905532e+00	3.969932e+00
2.519933815280808e+00	2.905661e+00	3.969706e+00
2.520077897719574e+00	2.905792e+00	3.969475e+00
2.520221723420313e+00	2.905923e+00	3.969245e+00
2.520365286368786e+00	2.906054e+00	3.969016e+00
2.520507776890248e+00	2.906183e+00	3.968788e+00
2.520648775880744e+00	2.906311e+00	3.968562e+00
2.520787382215183e+00	2.906436e+00	3.968340e+00
2.520925637260447e+00	2.906561e+00	3.968119e+00
2.521060562942658e+00	2.906682e+00	3.967903e+00
2.521196944378083e+00	2.906805e+00	3.967685e+00
2.521330178927627e+00	2.906924e+00	3.967472e+00
2.521466281703965e+00	2.907046e+00	3.967254e+00
2.521600286677284e+00	2.907165e+00	3.967040e+00
2.521738062757649e+00	2.907288e+00	3.966819e+00
2.521874767234131e+00	2.907410e+00	3.966600e+00
2.522015212853510e+00	2.907534e+00	3.966376e+00
2.522155039876523e+00	2.907658e+00	3.966152e+00
2.522297281333415e+00	2.907784e+00	3.965924e+00
2.522438771616820e+00	2.907909e+00	3.965698e+00
2.522580921341103e+00	2.908034e+00	3.965471e+00
2.522721690371419e+00	2.908157e+00	3.965245e+00
2.522862414997029e+00	2.908281e+00	3.965020e+00
2.523000859506702e+00	2.908401e+00	3.964799e+00
2.523139869268562e+00	2.908523e+00	3.964576e+00
2.523275949446507e+00	2.908641e+00	3.964359e+00
2.523413728858110e+00	2.908761e+00	3.964138e+00
2.523548590944692e+00	2.908878e+00	3.963922e+00
2.523686104988847e+00	2.908997e+00	3.963702e+00
2.523821282072433e+00	2.909114e+00	3.963486e+00
2.523959656792712e+00	2.909233e+00	3.963264e+00
2.524096374747025e+00	2.909351e+00	3.963046e+00
2.524236243111375e+00	2.909471e+00	3.962822e+00
2.524374841704244e+00	2.909589e+00	3.962600e+00
2.524515906138596e+00	2.909710e+00	3.962374e+00
2.524655668536418e+00	2.909829e+00	3.962151e+00
2.524796977241778e+00	2.909949e+00	3.961925e+00
2.524936582336117e+00	2.910068e+00	3.961701e+00
2.525077280115781e+00	2.910187e+00	3.961476e+00
2.525215672507187e+00	2.910304e+00	3.961255e+00
2.525355407273764e+00	2.910422e+00	3.961031e+00
2.525492332430574e+00	2.910537e+00	3.960812e+00
2.525631255550969e+00	2.910654e+00	3.960590e+00
2.525767221811435e+00	2.910767e+00	3.960372e+00
2.525905814619996e+00	2.910883e+00	3.960151e+00
2.526041681456810e+00	2.910997e+00	3.959933e+00
2.526180558253799e+00	2.911112e+00	3.959711e+00
2.526317112610528e+00	2.911226e+00	3.959493e+00
2.526456717343976e+00	2.911341e+00	3.959269e+00
2.526594314347705e+00	2.911455e+00	3.959049e+00
2.526734685213889e+00	2.911571e+00	3.958824e+00
2.526873119414439e+00	2.911685e+00	3.958603e+00
2.527013890038077e+00	2.911800e+00	3.958378e+00
2.527152532243562e+00	2.911914e+00	3.958156e+00
2.527293222085341e+00	2.912029e+00	3.957931e+00
2.527431415075199e+00	2.912142e+00	3.957710e+00
2.527571697810387e+00	2.912256e+00	3.957485e+00
2.527709093382519e+00	2.912367e+00	3.957265e+00
2.527848906721900e+00	2.912481e+00	3.957042e+00
2.527985588772339e+00	2.912591e+00	3.956823e+00
2.528125087551643e+00	2.912703e+00	3.956600e+00
2.528261432230650e+00	2.912813e+00	3.956382e+00
2.528400900239149e+00	2.912925e+00	3.956159e+00
2.528537366461521e+00	2.913034e+00	3.955940e+00
2.528677080616561e+00	2.913146e+00	3.955717e+00
2.528813987327084e+00	2.913255e+00	3.955498e+00
2.528954097995140e+00	2.913366e+00	3.955273e+00
2.529091514470458e+00	2.913475e+00	3.955054e+00
2.529231977364113e+00	2.913586e+00	3.954829e+00
2.529369708966833e+00	2.913695e+00	3.954608e+00
2.529510344460846e+00	2.913806e+00	3.954383e+00
2.529648069867989e+00	2.913914e+00	3.954163e+00
2.529788671995860e+00	2.914024e+00	3.953938e+00
2.529926102823758e+00	2.914132e+00	3.953718e+00
2.530066544296574e+00	2.914242e+00	3.953494e+00
2.530203563545498e+00	2.914348e+00	3.953274e+00
2.530343822169939e+00	2.914457e+00	3.953050e+00
2.530480491018714e+00	2.914563e+00	3.952831e+00
2.530620640649097e+00	2.914671e+00	3.952607e+00
2.530757146572448e+00	2.914776e+00	3.952389e+00
2.530897304938328e+00	2.914884e+00	3.952164e+00
2.531033848367947e+00	2.914989e+00	3.951946e+00
2.531174132229097e+00	2.915096e+00	3.951721e+00
2.531310853989666e+00	2.915200e+00	3.951503e+00
2.531451325437921e+00	2.915307e+00	3.951278e+00
2.531588248268903e+00	2.915411e+00	3.951059e+00
2.531728904693168e+00	2.915518e+00	3.950834e+00
2.531865954063356e+00	2.915622e+00	3.950614e+00
2.532006735864172e+00	2.915728e+00	3.950389e+00
2.532143777312001e+00	2.915831e+00	3.950170e+00
2.532284610209381e+00	2.915936e+00	3.949945e+00
2.532421520839804e+00	2.916039e+00	3.949726e+00
2.532562341940974e+00	2.916144e+00	3.949500e+00
2.532699050557937e+00	2.916246e+00	3.949281e+00
2.532839841065417e+00	2.916350e+00	3.949056e+00
2.532976357332444e+00	2.916451e+00	3.948838e+00
2.533117126181637e+00	2.916555e+00	3.948613e+00
2.533253507092120e+00	2.916656e+00	3.948394e+00
2.533394294670629e+00	2.916759e+00	3.948169e+00
2.533530624164008e+00	2.916859e+00	3.947951e+00
2.533671469531491e+00	2.916962e+00	3.947726e+00
2.533807809809424e+00	2.917062e+00	3.947508e+00
2.533948751121848e+00	2.917164e+00	3.947282e+00
2.534085136150793e+00	2.917263e+00	3.947064e+00
2.534226185639142e+00	2.917365e+00	3.946838e+00
2.534362602619453e+00	2.917464e+00	3.946620e+00
2.534503761808303e+00	2.917565e+00	3.946394e+00
2.534640176716657e+00	2.917663e+00	3.946176e+00
2.534781427150342e+00	2.917764e+00	3.945950e+00
2.534917789000239e+00	2.917862e+00	3.945732e+00
2.535059117176289e+00	2.917962e+00	3.945505e+00
2.535195390488163e+00	2.918059e+00	3.945287e+00
2.535336779756470e+00	2.918159e+00	3.945061e+00
2.535472940765871e+00	2.918256e+00	3.944843e+00
2.535614390694249e+00	2.918355e+00	3.944617e+00
2.535750443079444e+00	2.918451e+00	3.944399e+00
2.535891953852968e+00	2.918550e+00	3.944173e+00
2.536027908404826e+00	2.918645e+00	3.943955e+00
2.536169493971187e+00	2.918744e+00	3.943729e+00
2.536305373832562e+00	2.918838e+00	3.943511e+00
2.536447043212100e+00	2.918936e+00	3.943285e+00
2.536582861321492e+00	2.919030e+00	3.943067e+00
2.536724631226761e+00	2.919128e+00	3.942841e+00
2.536860399472651e+00	2.919221e+00	3.942623e+00
2.537002277256938e+00	2.919319e+00	3.942396e+00
2.537137991060646e+00	2.919411e+00	3.942179e+00
2.537279989662999e+00	2.919508e+00	3.941952e+00
2.537415643913143e+00	2.919600e+00	3.941735e+00
2.537557767305437e+00	2.919697e+00	3.941508e+00
2.537693345675031e+00	2.919789e+00	3.941291e+00
2.537835605324091e+00	2.919884e+00	3.941063e+00
2.537971097727443e+00	2.919976e+00	3.940846e+00
2.538113498819868e+00	2.920071e+00	3.940619e+00
2.538248889866196e+00	2.920161e+00	3.940402e+00
2.538391447540491e+00	2.920256e+00	3.940174e+00
2.538526731427488e+00	2.920346e+00	3.939957e+00
2.538669456704966e+00	2.920441e+00	3.939729e+00
