time	V(y)	V(square)
2.169095865310524e-01	1.559912e+00	4.000000e+00
2.169483380046984e-01	1.560109e+00	4.000000e+00
2.169814570217170e-01	1.560276e+00	4.000000e+00
2.170150687025654e-01	1.560447e+00	4.000000e+00
2.170521607349585e-01	1.560635e+00	4.000000e+00
2.170982108172055e-01	1.560870e+00	4.000000e+00
2.171417986867894e-01	1.561092e+00	4.000000e+00
2.171776207541640e-01	1.561274e+00	4.000000e+00
2.172102773977613e-01	1.561441e+00	4.000000e+00
2.172440461841205e-01	1.561613e+00	4.000000e+00
2.172850507632234e-01	1.561821e+00	4.000000e+00
2.173337261736705e-01	1.562068e+00	4.000000e+00
2.173741250651489e-01	1.562273e+00	4.000000e+00
2.174090471318735e-01	1.562449e+00	4.000000e+00
2.174414963150184e-01	1.562613e+00	4.000000e+00
2.174741313022466e-01	1.562779e+00	4.000000e+00
2.175135893599176e-01	1.562979e+00	4.000000e+00
2.175608170310639e-01	1.563219e+00	4.000000e+00
2.176008428041243e-01	1.563423e+00	4.000000e+00
2.176357184878128e-01	1.563600e+00	4.000000e+00
2.176721507328807e-01	1.563786e+00	4.000000e+00
2.177057659139336e-01	1.563956e+00	4.000000e+00
2.177497282107765e-01	1.564179e+00	4.000000e+00
2.177996607912505e-01	1.564432e+00	4.000000e+00
2.178363813845152e-01	1.564617e+00	4.000000e+00
2.178702046816241e-01	1.564788e+00	4.000000e+00
2.179050888152005e-01	1.564964e+00	4.000000e+00
2.179374141018826e-01	1.565128e+00	4.000000e+00
2.179802632006442e-01	1.565345e+00	4.000000e+00
2.180302623912240e-01	1.565599e+00	4.000000e+00
2.180673811827276e-01	1.565787e+00	4.000000e+00
2.181011051506303e-01	1.565959e+00	4.000000e+00
2.181357005851297e-01	1.566135e+00	4.000000e+00
2.181723817575971e-01	1.566321e+00	4.000000e+00
2.182173021879095e-01	1.566548e+00	4.000000e+00
2.182783255442899e-01	1.566856e+00	4.000000e+00
2.183177153355160e-01	1.567054e+00	4.000000e+00
2.183506427923305e-01	1.567220e+00	4.000000e+00
2.183839478242930e-01	1.567389e+00	4.000000e+00
2.184225083498603e-01	1.567583e+00	4.000000e+00
2.184701167185565e-01	1.567825e+00	4.000000e+00
2.185102084812982e-01	1.568028e+00	4.000000e+00
2.185451716161495e-01	1.568205e+00	4.000000e+00
2.185817117711935e-01	1.568391e+00	4.000000e+00
2.186152867949644e-01	1.568561e+00	4.000000e+00
2.186592715121236e-01	1.568783e+00	4.000000e+00
2.187091260237537e-01	1.569034e+00	4.000000e+00
2.187459579323416e-01	1.569220e+00	4.000000e+00
2.187798504549932e-01	1.569390e+00	4.000000e+00
2.188148082066022e-01	1.569566e+00	4.000000e+00
2.188471112277668e-01	1.569729e+00	4.000000e+00
2.188899880594164e-01	1.569946e+00	4.000000e+00
2.189399994856771e-01	1.570199e+00	4.000000e+00
2.189771864943353e-01	1.570387e+00	4.000000e+00
2.190109602810253e-01	1.570558e+00	4.000000e+00
2.190456003186654e-01	1.570734e+00	4.000000e+00
2.190823330092968e-01	1.570919e+00	4.000000e+00
2.191273161259417e-01	1.571146e+00	4.000000e+00
2.191886961814973e-01	1.571455e+00	4.000000e+00
2.192281983186533e-01	1.571653e+00	4.000000e+00
2.192611428020541e-01	1.571819e+00	4.000000e+00
2.192944512623995e-01	1.571986e+00	4.000000e+00
2.193331894693955e-01	1.572182e+00	4.000000e+00
2.193810524224347e-01	1.572423e+00	4.000000e+00
2.194208039837307e-01	1.572624e+00	4.000000e+00
2.194557064838563e-01	1.572801e+00	4.000000e+00
2.194921184498568e-01	1.572985e+00	4.000000e+00
2.195259268191379e-01	1.573155e+00	4.000000e+00
2.195699739415602e-01	1.573377e+00	4.000000e+00
2.196203388138471e-01	1.573630e+00	4.000000e+00
2.196570293933391e-01	1.573814e+00	4.000000e+00
2.196908819384902e-01	1.573984e+00	4.000000e+00
2.197257413156279e-01	1.574159e+00	4.000000e+00
2.197583768120950e-01	1.574323e+00	4.000000e+00
2.198013966023353e-01	1.574540e+00	4.000000e+00
2.198526569645836e-01	1.574798e+00	4.000000e+00
2.198903083944543e-01	1.574988e+00	4.000000e+00
2.199240536850269e-01	1.575158e+00	4.000000e+00
2.199585680134035e-01	1.575333e+00	4.000000e+00
2.199960501472731e-01	1.575521e+00	4.000000e+00
2.200415941459113e-01	1.575750e+00	4.000000e+00
2.200971073014344e-01	1.576028e+00	4.000000e+00
2.201354673385225e-01	1.576221e+00	4.000000e+00
2.201683905877090e-01	1.576385e+00	4.000000e+00
2.202016654851775e-01	1.576552e+00	4.000000e+00
2.202400480765121e-01	1.576745e+00	4.000000e+00
2.202872262404441e-01	1.576982e+00	4.000000e+00
2.203280314961304e-01	1.577188e+00	4.000000e+00
2.203632785397218e-01	1.577366e+00	4.000000e+00
2.204002186856187e-01	1.577552e+00	4.000000e+00
2.204335683263565e-01	1.577719e+00	4.000000e+00
2.204776288420760e-01	1.577940e+00	4.000000e+00
2.205270599352716e-01	1.578188e+00	4.000000e+00
2.205643125172116e-01	1.578374e+00	4.000000e+00
2.205983989450928e-01	1.578545e+00	4.000000e+00
2.206335811679523e-01	1.578721e+00	4.000000e+00
2.206659753566385e-01	1.578883e+00	4.000000e+00
2.207087483301535e-01	1.579098e+00	4.000000e+00
2.207586583884833e-01	1.579348e+00	4.000000e+00
2.207958856651189e-01	1.579536e+00	4.000000e+00
2.208297695917807e-01	1.579706e+00	4.000000e+00
2.208645257333188e-01	1.579881e+00	4.000000e+00
2.209012446856065e-01	1.580065e+00	4.000000e+00
2.209462725595799e-01	1.580291e+00	4.000000e+00
2.210076689742451e-01	1.580597e+00	4.000000e+00
2.210472771829046e-01	1.580795e+00	4.000000e+00
2.210803231850562e-01	1.580960e+00	4.000000e+00
2.211137296618659e-01	1.581127e+00	4.000000e+00
2.211524785529733e-01	1.581321e+00	4.000000e+00
2.212004589454466e-01	1.581561e+00	4.000000e+00
2.212401603964267e-01	1.581761e+00	4.000000e+00
2.212751289313175e-01	1.581936e+00	4.000000e+00
2.213115773709831e-01	1.582119e+00	4.000000e+00
2.213455300105807e-01	1.582290e+00	4.000000e+00
2.213896715150128e-01	1.582510e+00	4.000000e+00
2.214403872611399e-01	1.582764e+00	4.000000e+00
2.214771910559463e-01	1.582947e+00	4.000000e+00
2.215110972445586e-01	1.583116e+00	4.000000e+00
2.215459619646367e-01	1.583290e+00	4.000000e+00
2.215788880743901e-01	1.583454e+00	4.000000e+00
2.216220927299304e-01	1.583670e+00	4.000000e+00
2.216746557943310e-01	1.583933e+00	4.000000e+00
2.217126847455120e-01	1.584124e+00	4.000000e+00
2.217464150101662e-01	1.584293e+00	4.000000e+00
2.217808230438578e-01	1.584466e+00	4.000000e+00
2.218190914151634e-01	1.584657e+00	4.000000e+00
2.218652735268591e-01	1.584887e+00	4.000000e+00
2.219160341866839e-01	1.585140e+00	4.000000e+00
2.219535106884223e-01	1.585326e+00	4.000000e+00
2.219864601109052e-01	1.585490e+00	4.000000e+00
2.220197301268598e-01	1.585656e+00	4.000000e+00
2.220580467470015e-01	1.585847e+00	4.000000e+00
2.221049747032566e-01	1.586082e+00	4.000000e+00
2.221462210621823e-01	1.586288e+00	4.000000e+00
2.221816734088833e-01	1.586465e+00	4.000000e+00
2.222149357162166e-01	1.586632e+00	4.000000e+00
2.222493880188807e-01	1.586804e+00	4.000000e+00
2.222912607204606e-01	1.587013e+00	4.000000e+00
2.223415143880558e-01	1.587263e+00	4.000000e+00
2.223799815133063e-01	1.587454e+00	4.000000e+00
2.224145674642202e-01	1.587626e+00	4.000000e+00
2.224504518481396e-01	1.587804e+00	4.000000e+00
2.224830327893557e-01	1.587966e+00	4.000000e+00
2.225252125121031e-01	1.588176e+00	4.000000e+00
2.225738829686819e-01	1.588419e+00	4.000000e+00
2.226106824339382e-01	1.588603e+00	4.000000e+00
2.226447534053264e-01	1.588773e+00	4.000000e+00
2.226798228979305e-01	1.588948e+00	4.000000e+00
2.227157364790742e-01	1.589128e+00	4.000000e+00
2.227602974177998e-01	1.589349e+00	4.000000e+00
2.228174242975740e-01	1.589633e+00	4.000000e+00
2.228562849754496e-01	1.589826e+00	4.000000e+00
2.228898296170811e-01	1.589992e+00	4.000000e+00
2.229239039192876e-01	1.590161e+00	4.000000e+00
2.229604804443852e-01	1.590343e+00	4.000000e+00
2.230063292826259e-01	1.590571e+00	4.000000e+00
2.230518085711779e-01	1.590798e+00	4.000000e+00
2.230883429713373e-01	1.590980e+00	4.000000e+00
2.231213405000432e-01	1.591145e+00	4.000000e+00
2.231554194897569e-01	1.591314e+00	4.000000e+00
2.231966438409714e-01	1.591519e+00	4.000000e+00
2.232459018680615e-01	1.591763e+00	4.000000e+00
2.232859129057019e-01	1.591962e+00	4.000000e+00
2.233209911165801e-01	1.592135e+00	4.000000e+00
2.233537178492000e-01	1.592297e+00	4.000000e+00
2.233866086559999e-01	1.592460e+00	4.000000e+00
2.234265182387034e-01	1.592658e+00	4.000000e+00
2.234745614292635e-01	1.592897e+00	4.000000e+00
2.235137502829190e-01	1.593092e+00	4.000000e+00
2.235486372962541e-01	1.593266e+00	4.000000e+00
2.235848785708114e-01	1.593447e+00	4.000000e+00
2.236193253951058e-01	1.593618e+00	4.000000e+00
2.236636442758808e-01	1.593838e+00	4.000000e+00
2.237157682840021e-01	1.594096e+00	4.000000e+00
2.237530744224401e-01	1.594280e+00	4.000000e+00
2.237870049329302e-01	1.594448e+00	4.000000e+00
2.238217592830196e-01	1.594619e+00	4.000000e+00
2.238556275389385e-01	1.594787e+00	4.000000e+00
2.238994415255675e-01	1.595004e+00	4.000000e+00
2.239568446731681e-01	1.595289e+00	4.000000e+00
2.239960604496645e-01	1.595484e+00	4.000000e+00
2.240295163637640e-01	1.595651e+00	4.000000e+00
2.240635916774920e-01	1.595820e+00	4.000000e+00
2.241043304007420e-01	1.596022e+00	4.000000e+00
2.241532053740940e-01	1.596263e+00	4.000000e+00
2.241939181520891e-01	1.596464e+00	4.000000e+00
2.242292428408632e-01	1.596639e+00	4.000000e+00
2.242620719454109e-01	1.596801e+00	4.000000e+00
2.242950799143841e-01	1.596964e+00	4.000000e+00
2.243346529076646e-01	1.597159e+00	4.000000e+00
2.243824301388173e-01	1.597396e+00	4.000000e+00
2.244221106390256e-01	1.597593e+00	4.000000e+00
2.244571918694405e-01	1.597767e+00	4.000000e+00
2.244936940337539e-01	1.597948e+00	4.000000e+00
2.245279288712112e-01	1.598118e+00	4.000000e+00
2.245722593425583e-01	1.598337e+00	4.000000e+00
2.246237713122810e-01	1.598591e+00	4.000000e+00
2.246609066688521e-01	1.598774e+00	4.000000e+00
2.246949170326005e-01	1.598941e+00	4.000000e+00
2.247297940339550e-01	1.599113e+00	4.000000e+00
2.247633260361113e-01	1.599279e+00	4.000000e+00
2.248069511037869e-01	1.599494e+00	4.000000e+00
2.248626371146969e-01	1.599770e+00	4.000000e+00
2.249015659758342e-01	1.599963e+00	4.000000e+00
2.249352246084300e-01	1.600130e+00	4.000000e+00
2.249693923226062e-01	1.600299e+00	4.000000e+00
2.250093920084026e-01	1.600496e+00	4.000000e+00
2.250572866892639e-01	1.600732e+00	4.000000e+00
2.250998001718258e-01	1.600941e+00	4.000000e+00
2.251356663816395e-01	1.601118e+00	4.000000e+00
2.251686689749093e-01	1.601280e+00	4.000000e+00
2.252018954140667e-01	1.601444e+00	4.000000e+00
2.252406850682220e-01	1.601635e+00	4.000000e+00
2.252878031470900e-01	1.601867e+00	4.000000e+00
2.253286943698072e-01	1.602070e+00	4.000000e+00
2.253641861375897e-01	1.602245e+00	4.000000e+00
2.254012885954069e-01	1.602429e+00	4.000000e+00
2.254349588537821e-01	1.602595e+00	4.000000e+00
2.254792663581355e-01	1.602813e+00	4.000000e+00
2.255294642273071e-01	1.603060e+00	4.000000e+00
2.255665581754016e-01	1.603242e+00	4.000000e+00
2.256007626223493e-01	1.603410e+00	4.000000e+00
2.256359551567400e-01	1.603583e+00	4.000000e+00
2.256686822896725e-01	1.603744e+00	4.000000e+00
2.257119313910820e-01	1.603957e+00	4.000000e+00
2.257641203894778e-01	1.604214e+00	4.000000e+00
2.258023164083056e-01	1.604403e+00	4.000000e+00
2.258363157380927e-01	1.604571e+00	4.000000e+00
2.258710028313544e-01	1.604742e+00	4.000000e+00
2.259092310274937e-01	1.604930e+00	4.000000e+00
2.259555333345133e-01	1.605157e+00	4.000000e+00
2.260064561996629e-01	1.605407e+00	4.000000e+00
2.260441911717521e-01	1.605592e+00	4.000000e+00
2.260773719891844e-01	1.605755e+00	4.000000e+00
2.261108637420151e-01	1.605919e+00	4.000000e+00
2.261492596916383e-01	1.606108e+00	4.000000e+00
2.261964986896245e-01	1.606340e+00	4.000000e+00
2.262375116907052e-01	1.606542e+00	4.000000e+00
2.262730908964912e-01	1.606718e+00	4.000000e+00
2.263102975337432e-01	1.606901e+00	4.000000e+00
2.263439468574262e-01	1.607067e+00	4.000000e+00
2.263882837897739e-01	1.607284e+00	4.000000e+00
2.264384533031176e-01	1.607530e+00	4.000000e+00
2.264756112019981e-01	1.607712e+00	4.000000e+00
2.265098760660962e-01	1.607880e+00	4.000000e+00
2.265451282596658e-01	1.608052e+00	4.000000e+00
2.265778577401250e-01	1.608212e+00	4.000000e+00
2.266211432265166e-01	1.608425e+00	4.000000e+00
2.266734423920695e-01	1.608682e+00	4.000000e+00
2.267117104907399e-01	1.608870e+00	4.000000e+00
2.267457524957806e-01	1.609038e+00	4.000000e+00
2.267804723868210e-01	1.609208e+00	4.000000e+00
2.268187971578612e-01	1.609396e+00	4.000000e+00
2.268652077422288e-01	1.609624e+00	4.000000e+00
2.269155896786401e-01	1.609870e+00	4.000000e+00
2.269532612036045e-01	1.610054e+00	4.000000e+00
2.269864863624917e-01	1.610216e+00	4.000000e+00
2.270200162087832e-01	1.610380e+00	4.000000e+00
2.270584302821561e-01	1.610568e+00	4.000000e+00
2.271057091168487e-01	1.610800e+00	4.000000e+00
2.271467095631650e-01	1.611001e+00	4.000000e+00
2.271823283351253e-01	1.611177e+00	4.000000e+00
2.272195598709814e-01	1.611359e+00	4.000000e+00
2.272532760627115e-01	1.611525e+00	4.000000e+00
2.272976612057107e-01	1.611742e+00	4.000000e+00
2.273479959931137e-01	1.611988e+00	4.000000e+00
2.273852118512778e-01	1.612169e+00	4.000000e+00
2.274195099442480e-01	1.612336e+00	4.000000e+00
2.274547726227567e-01	1.612508e+00	4.000000e+00
2.274876381007829e-01	1.612669e+00	4.000000e+00
2.275310178235870e-01	1.612881e+00	4.000000e+00
2.275839852256141e-01	1.613141e+00	4.000000e+00
2.276224394244153e-01	1.613329e+00	4.000000e+00
2.276564775852279e-01	1.613496e+00	4.000000e+00
2.276911520041338e-01	1.613666e+00	4.000000e+00
2.277298620266279e-01	1.613855e+00	4.000000e+00
2.277766271119788e-01	1.614084e+00	4.000000e+00
2.278249345936274e-01	1.614319e+00	4.000000e+00
2.278622167445405e-01	1.614500e+00	4.000000e+00
2.278954618453639e-01	1.614662e+00	4.000000e+00
2.279289892792562e-01	1.614826e+00	4.000000e+00
2.279674544520631e-01	1.615013e+00	4.000000e+00
2.280147061926669e-01	1.615244e+00	4.000000e+00
2.280557593803820e-01	1.615445e+00	4.000000e+00
2.280914377935233e-01	1.615620e+00	4.000000e+00
2.281287238672647e-01	1.615802e+00	4.000000e+00
2.281624797105479e-01	1.615967e+00	4.000000e+00
2.282069169135497e-01	1.616184e+00	4.000000e+00
2.282573592272996e-01	1.616430e+00	4.000000e+00
2.282946362065417e-01	1.616611e+00	4.000000e+00
2.283289730819575e-01	1.616778e+00	4.000000e+00
2.283642572301403e-01	1.616949e+00	4.000000e+00
2.283972262741898e-01	1.617110e+00	4.000000e+00
2.284406838943553e-01	1.617321e+00	4.000000e+00
2.284942034099799e-01	1.617583e+00	4.000000e+00
2.285328635205275e-01	1.617772e+00	4.000000e+00
2.285669145460503e-01	1.617938e+00	4.000000e+00
2.286015686287328e-01	1.618107e+00	4.000000e+00
2.286406020109482e-01	1.618297e+00	4.000000e+00
2.286876972165928e-01	1.618527e+00	4.000000e+00
2.287342914571013e-01	1.618753e+00	4.000000e+00
2.287712591265034e-01	1.618932e+00	4.000000e+00
2.288045369907437e-01	1.619094e+00	4.000000e+00
2.288380802578303e-01	1.619256e+00	4.000000e+00
2.288766029208134e-01	1.619444e+00	4.000000e+00
2.289238707878241e-01	1.619674e+00	4.000000e+00
2.289649165340251e-01	1.619874e+00	4.000000e+00
2.290006347805118e-01	1.620049e+00	4.000000e+00
2.290379456362004e-01	1.620230e+00	4.000000e+00
2.290717699622107e-01	1.620395e+00	4.000000e+00
2.291162561578162e-01	1.620611e+00	4.000000e+00
2.291668727242993e-01	1.620857e+00	4.000000e+00
2.292042095583398e-01	1.621038e+00	4.000000e+00
2.292385795054415e-01	1.621204e+00	4.000000e+00
2.292738741076477e-01	1.621375e+00	4.000000e+00
2.293069822556362e-01	1.621536e+00	4.000000e+00
2.293505399113727e-01	1.621747e+00	4.000000e+00
2.294047934069781e-01	1.622012e+00	4.000000e+00
2.294436950167409e-01	1.622201e+00	4.000000e+00
2.294777422656225e-01	1.622367e+00	4.000000e+00
2.295123519193680e-01	1.622535e+00	4.000000e+00
2.295517988037972e-01	1.622727e+00	4.000000e+00
2.295993236890936e-01	1.622957e+00	4.000000e+00
2.296437725677265e-01	1.623172e+00	4.000000e+00
2.296803331960149e-01	1.623349e+00	4.000000e+00
2.297136486706179e-01	1.623510e+00	4.000000e+00
2.297472082931336e-01	1.623672e+00	4.000000e+00
2.297858059720781e-01	1.623860e+00	4.000000e+00
2.298330906893185e-01	1.624089e+00	4.000000e+00
2.298741170395076e-01	1.624289e+00	4.000000e+00
2.299098715015546e-01	1.624462e+00	4.000000e+00
2.299472011968433e-01	1.624644e+00	4.000000e+00
2.299811008741344e-01	1.624808e+00	4.000000e+00
2.300256376346397e-01	1.625024e+00	4.000000e+00
2.300764467875354e-01	1.625270e+00	4.000000e+00
2.301138443576960e-01	1.625450e+00	4.000000e+00
2.301482454663457e-01	1.625616e+00	4.000000e+00
2.301835473722491e-01	1.625787e+00	4.000000e+00
2.302168051353917e-01	1.625948e+00	4.000000e+00
2.302604702723343e-01	1.626159e+00	4.000000e+00
2.303155403861865e-01	1.626426e+00	4.000000e+00
2.303546882488305e-01	1.626616e+00	4.000000e+00
2.303887234168229e-01	1.626781e+00	4.000000e+00
2.304232795273720e-01	1.626949e+00	4.000000e+00
2.304631733441767e-01	1.627142e+00	4.000000e+00
2.305111868105243e-01	1.627374e+00	4.000000e+00
2.305540525586949e-01	1.627581e+00	4.000000e+00
2.305902937569329e-01	1.627755e+00	4.000000e+00
2.306236234858332e-01	1.627916e+00	4.000000e+00
2.306571692480404e-01	1.628078e+00	4.000000e+00
2.306960403977598e-01	1.628265e+00	4.000000e+00
2.307435764608741e-01	1.628495e+00	4.000000e+00
2.307842041915151e-01	1.628692e+00	4.000000e+00
2.308198802200110e-01	1.628865e+00	4.000000e+00
2.308570518887834e-01	1.629045e+00	4.000000e+00
2.308912149762179e-01	1.629210e+00	4.000000e+00
2.309358246710858e-01	1.629426e+00	4.000000e+00
2.309874607687661e-01	1.629675e+00	4.000000e+00
2.310251783717163e-01	1.629856e+00	4.000000e+00
2.310595879727586e-01	1.630022e+00	4.000000e+00
2.310948278175289e-01	1.630191e+00	4.000000e+00
2.311285892703481e-01	1.630354e+00	4.000000e+00
2.311726015247828e-01	1.630566e+00	4.000000e+00
2.312305541556157e-01	1.630846e+00	4.000000e+00
2.312703234345861e-01	1.631039e+00	4.000000e+00
2.313041687629607e-01	1.631203e+00	4.000000e+00
2.313387791832255e-01	1.631370e+00	4.000000e+00
2.313799384114574e-01	1.631568e+00	4.000000e+00
2.314299128245096e-01	1.631809e+00	4.000000e+00
2.314697082581745e-01	1.632000e+00	4.000000e+00
2.315051132837311e-01	1.632170e+00	4.000000e+00
2.315419129412604e-01	1.632347e+00	4.000000e+00
2.315750893853945e-01	1.632506e+00	4.000000e+00
2.316170369960417e-01	1.632708e+00	4.000000e+00
2.316662086635475e-01	1.632945e+00	4.000000e+00
2.317035442018422e-01	1.633126e+00	4.000000e+00
2.317381310626132e-01	1.633293e+00	4.000000e+00
2.317736455519679e-01	1.633464e+00	4.000000e+00
2.318101681688063e-01	1.633640e+00	4.000000e+00
2.318553933752341e-01	1.633858e+00	4.000000e+00
2.319161924071338e-01	1.634149e+00	4.000000e+00
2.319563589562748e-01	1.634342e+00	4.000000e+00
2.319901237550468e-01	1.634504e+00	4.000000e+00
2.320242503753533e-01	1.634668e+00	4.000000e+00
2.320627212413768e-01	1.634853e+00	4.000000e+00
2.321110438863343e-01	1.635085e+00	4.000000e+00
2.321510597378520e-01	1.635278e+00	4.000000e+00
2.321866363357614e-01	1.635450e+00	4.000000e+00
2.322236091115997e-01	1.635628e+00	4.000000e+00
2.322581334331630e-01	1.635794e+00	4.000000e+00
2.323028472035702e-01	1.636009e+00	4.000000e+00
2.323557076129106e-01	1.636262e+00	4.000000e+00
2.323940281952090e-01	1.636446e+00	4.000000e+00
2.324284587569210e-01	1.636610e+00	4.000000e+00
2.324636239140148e-01	1.636779e+00	4.000000e+00
2.324981174958793e-01	1.636944e+00	4.000000e+00
2.325426947216513e-01	1.637158e+00	4.000000e+00
2.325988681061375e-01	1.637428e+00	4.000000e+00
2.326382654077293e-01	1.637618e+00	4.000000e+00
2.326719845785448e-01	1.637780e+00	4.000000e+00
2.327070943331435e-01	1.637949e+00	4.000000e+00
2.327486278372461e-01	1.638148e+00	4.000000e+00
2.327998635818531e-01	1.638393e+00	4.000000e+00
2.328383586446989e-01	1.638577e+00	4.000000e+00
2.328734420994962e-01	1.638745e+00	4.000000e+00
2.329097210528630e-01	1.638918e+00	4.000000e+00
2.329429072145928e-01	1.639077e+00	4.000000e+00
2.329854467803827e-01	1.639281e+00	4.000000e+00
2.330365098591045e-01	1.639526e+00	4.000000e+00
2.330747913466240e-01	1.639710e+00	4.000000e+00
2.331093524037655e-01	1.639876e+00	4.000000e+00
2.331446695596711e-01	1.640046e+00	4.000000e+00
2.331824298046286e-01	1.640227e+00	4.000000e+00
2.332286372141965e-01	1.640448e+00	4.000000e+00
2.332822267618724e-01	1.640704e+00	4.000000e+00
2.333209453544356e-01	1.640888e+00	4.000000e+00
2.333545935489383e-01	1.641049e+00	4.000000e+00
2.333885450510067e-01	1.641211e+00	4.000000e+00
2.334271137253552e-01	1.641395e+00	4.000000e+00
2.334751197751572e-01	1.641625e+00	4.000000e+00
2.335155255512120e-01	1.641819e+00	4.000000e+00
2.335512820393006e-01	1.641991e+00	4.000000e+00
2.335884719661152e-01	1.642169e+00	4.000000e+00
2.336229080751409e-01	1.642334e+00	4.000000e+00
2.336676814454535e-01	1.642548e+00	4.000000e+00
2.337203491316160e-01	1.642799e+00	4.000000e+00
2.337587146420930e-01	1.642982e+00	4.000000e+00
2.337932439941426e-01	1.643146e+00	4.000000e+00
2.338285147888044e-01	1.643314e+00	4.000000e+00
2.338629366719118e-01	1.643478e+00	4.000000e+00
2.339075152310599e-01	1.643691e+00	4.000000e+00
2.339639645984235e-01	1.643961e+00	4.000000e+00
2.340035047937690e-01	1.644151e+00	4.000000e+00
2.340373128759268e-01	1.644313e+00	4.000000e+00
2.340725025993393e-01	1.644481e+00	4.000000e+00
2.341141057824885e-01	1.644679e+00	4.000000e+00
2.341655324735328e-01	1.644924e+00	4.000000e+00
2.342039197958243e-01	1.645107e+00	4.000000e+00
2.342390317140826e-01	1.645274e+00	4.000000e+00
2.342753075174926e-01	1.645446e+00	4.000000e+00
2.343085719434299e-01	1.645605e+00	4.000000e+00
2.343512189221642e-01	1.645808e+00	4.000000e+00
2.344028190019571e-01	1.646054e+00	4.000000e+00
2.344413232854450e-01	1.646238e+00	4.000000e+00
2.344759265279137e-01	1.646404e+00	4.000000e+00
2.345112441825492e-01	1.646572e+00	4.000000e+00
2.345493545913087e-01	1.646754e+00	4.000000e+00
2.345958899196248e-01	1.646976e+00	4.000000e+00
2.346473720502189e-01	1.647220e+00	4.000000e+00
2.346857252991157e-01	1.647402e+00	4.000000e+00
2.347194273577529e-01	1.647562e+00	4.000000e+00
2.347534168939731e-01	1.647724e+00	4.000000e+00
2.347919911226128e-01	1.647907e+00	4.000000e+00
2.348399631292537e-01	1.648136e+00	4.000000e+00
2.348804801950308e-01	1.648329e+00	4.000000e+00
2.349163371958269e-01	1.648500e+00	4.000000e+00
2.349536256335085e-01	1.648678e+00	4.000000e+00
2.349881049732687e-01	1.648842e+00	4.000000e+00
2.350329521035874e-01	1.649055e+00	4.000000e+00
2.350858538827367e-01	1.649306e+00	4.000000e+00
2.351244247885091e-01	1.649489e+00	4.000000e+00
2.351590308040059e-01	1.649653e+00	4.000000e+00
2.351943565149597e-01	1.649821e+00	4.000000e+00
2.352289403184642e-01	1.649985e+00	4.000000e+00
2.352736973782612e-01	1.650198e+00	4.000000e+00
2.353288065777264e-01	1.650460e+00	4.000000e+00
2.353681437376522e-01	1.650647e+00	4.000000e+00
2.354020175100970e-01	1.650809e+00	4.000000e+00
2.354371430421480e-01	1.650976e+00	4.000000e+00
2.354788158993557e-01	1.651174e+00	4.000000e+00
2.355301486085537e-01	1.651417e+00	4.000000e+00
2.355686985066825e-01	1.651599e+00	4.000000e+00
2.356039221879485e-01	1.651766e+00	4.000000e+00
2.356403135708618e-01	1.651938e+00	4.000000e+00
2.356736688775598e-01	1.652096e+00	4.000000e+00
2.357163079939397e-01	1.652298e+00	4.000000e+00
2.357681090569841e-01	1.652544e+00	4.000000e+00
2.358067342886159e-01	1.652728e+00	4.000000e+00
2.358414100314690e-01	1.652893e+00	4.000000e+00
2.358767839415776e-01	1.653061e+00	4.000000e+00
2.359150445878484e-01	1.653243e+00	4.000000e+00
2.359617568662671e-01	1.653464e+00	4.000000e+00
2.360123705276393e-01	1.653703e+00	4.000000e+00
2.360506203302180e-01	1.653883e+00	4.000000e+00
2.360843956696499e-01	1.654043e+00	4.000000e+00
2.361184489456605e-01	1.654204e+00	4.000000e+00
2.361570528813175e-01	1.654387e+00	4.000000e+00
2.362050944077509e-01	1.654615e+00	4.000000e+00
2.362455944741058e-01	1.654807e+00	4.000000e+00
2.362815140456718e-01	1.654977e+00	4.000000e+00
2.363188435625929e-01	1.655154e+00	4.000000e+00
2.363534304280250e-01	1.655318e+00	4.000000e+00
2.363983609747251e-01	1.655531e+00	4.000000e+00
2.364517178831633e-01	1.655783e+00	4.000000e+00
2.364905327227760e-01	1.655966e+00	4.000000e+00
2.365251975509750e-01	1.656129e+00	4.000000e+00
2.365605474697432e-01	1.656296e+00	4.000000e+00
2.365954038292486e-01	1.656460e+00	4.000000e+00
2.366404255703145e-01	1.656673e+00	4.000000e+00
2.366935919303330e-01	1.656925e+00	4.000000e+00
2.367325928050263e-01	1.657110e+00	4.000000e+00
2.367665201275457e-01	1.657271e+00	4.000000e+00
2.368015481938031e-01	1.657436e+00	4.000000e+00
2.368433127305494e-01	1.657634e+00	4.000000e+00
2.368945017128254e-01	1.657875e+00	4.000000e+00
2.369332564565880e-01	1.658058e+00	4.000000e+00
2.369686069203425e-01	1.658224e+00	4.000000e+00
2.370051339358454e-01	1.658396e+00	4.000000e+00
2.370385805046951e-01	1.658553e+00	4.000000e+00
2.370812015644290e-01	1.658755e+00	4.000000e+00
2.371331543706745e-01	1.659000e+00	4.000000e+00
2.371718999276737e-01	1.659184e+00	4.000000e+00
2.372066532700075e-01	1.659348e+00	4.000000e+00
2.372420913487687e-01	1.659516e+00	4.000000e+00
2.372804797584607e-01	1.659697e+00	4.000000e+00
2.373273524737627e-01	1.659917e+00	4.000000e+00
2.373772407322789e-01	1.660152e+00	4.000000e+00
2.374154169008307e-01	1.660331e+00	4.000000e+00
