time	V(y)	V(one)
4.893581642092677e-01	7.209629e-01	1.000000e+00
5.093581642092673e-01	7.209629e-01	1.000000e+00
5.293581642092668e-01	7.209629e-01	1.000000e+00
5.493581642092664e-01	7.209629e-01	1.000000e+00
5.693581642092660e-01	7.209629e-01	1.000000e+00
5.893581642092656e-01	7.209629e-01	1.000000e+00
6.093581642092651e-01	7.209629e-01	1.000000e+00
6.221120128102324e-01	7.209629e-01	1.000000e+00
6.364264452855721e-01	7.209629e-01	1.000000e+00
6.560970144359590e-01	7.209629e-01	1.000000e+00
6.760970144359586e-01	7.209629e-01	1.000000e+00
6.960970144359582e-01	7.209629e-01	1.000000e+00
7.160970144359577e-01	7.209629e-01	1.000000e+00
7.360970144359573e-01	7.209629e-01	1.000000e+00
7.560970144359569e-01	7.209629e-01	1.000000e+00
7.760970144359565e-01	7.209629e-01	1.000000e+00
7.960970144359560e-01	7.209629e-01	1.000000e+00
8.160970144359556e-01	7.209629e-01	1.000000e+00
8.241173209160326e-01	7.209629e-01	1.000000e+00
8.343333342000196e-01	7.209629e-01	1.000000e+00
8.395754739085700e-01	7.209629e-01	1.000000e+00
8.448176136171204e-01	7.209629e-01	1.000000e+00
8.500597533256707e-01	7.209629e-01	1.000000e+00
8.553018930342211e-01	7.209629e-01	1.000000e+00
8.605440327427714e-01	7.209629e-01	1.000000e+00
8.657861724513217e-01	7.209629e-01	1.000000e+00
8.710283121598721e-01	7.209629e-01	1.000000e+00
8.910283121598717e-01	7.209629e-01	1.000000e+00
9.110283121598712e-01	7.209629e-01	1.000000e+00
9.310283121598708e-01	7.209629e-01	1.000000e+00
9.510283121598704e-01	7.209629e-01	1.000000e+00
9.710283121598700e-01	7.209629e-01	1.000000e+00
9.910283121598695e-01	7.209629e-01	1.000000e+00
1.011028312159869e+00	7.209629e-01	1.000000e+00
1.031028312159869e+00	7.209629e-01	1.000000e+00
1.050205422130638e+00	7.209629e-01	1.000000e+00
1.068066774937094e+00	7.209629e-01	1.000000e+00
1.088066774937094e+00	7.209629e-01	1.000000e+00
1.108066774937093e+00	7.209629e-01	1.000000e+00
1.128066774937093e+00	7.209629e-01	1.000000e+00
1.148066774937092e+00	7.209629e-01	1.000000e+00
1.168066774937092e+00	7.209629e-01	1.000000e+00
1.188066774937091e+00	7.209629e-01	1.000000e+00
1.208066774937091e+00	7.209629e-01	1.000000e+00
1.231000000900021e+00	7.209629e-01	1.000000e+00
1.244068385493129e+00	7.209629e-01	1.000000e+00
1.251000000900023e+00	7.209629e-01	1.000000e+00
1.254069716294503e+00	7.209629e-01	1.000000e+00
1.257139431688983e+00	7.209629e-01	1.000000e+00
1.260209147083464e+00	7.209629e-01	1.000000e+00
1.263278862477944e+00	7.209629e-01	1.000000e+00
1.266348577872425e+00	7.209629e-01	1.000000e+00
1.269418293266905e+00	7.209629e-01	1.000000e+00
1.272488008661385e+00	7.209629e-01	1.000000e+00
1.292488008661385e+00	7.209629e-01	1.000000e+00
1.312488008661385e+00	7.209629e-01	1.000000e+00
1.332488008661384e+00	7.209629e-01	1.000000e+00
1.352488008661384e+00	7.209629e-01	1.000000e+00
1.372488008661383e+00	7.209629e-01	1.000000e+00
1.392488008661383e+00	7.209629e-01	1.000000e+00
1.412488008661382e+00	7.209629e-01	1.000000e+00
1.432488008661382e+00	7.209629e-01	1.000000e+00
1.448659545600243e+00	7.209629e-01	1.000000e+00
1.467232377727475e+00	7.209629e-01	1.000000e+00
1.485319617696952e+00	7.209629e-01	1.000000e+00
1.505319617696951e+00	7.209629e-01	1.000000e+00
1.525319617696951e+00	7.209629e-01	1.000000e+00
1.545319617696951e+00	7.209629e-01	1.000000e+00
1.565319617696950e+00	7.209629e-01	1.000000e+00
1.585319617696950e+00	7.209629e-01	1.000000e+00
1.605319617696949e+00	7.209629e-01	1.000000e+00
1.625319617696949e+00	7.209629e-01	1.000000e+00
1.647666667600021e+00	7.209629e-01	1.000000e+00
1.658278467987731e+00	7.209629e-01	1.000000e+00
1.667666667600020e+00	7.209629e-01	1.000000e+00
1.674238407328623e+00	7.209629e-01	1.000000e+00
1.681748967018454e+00	7.209629e-01	1.000000e+00
1.696770086398116e+00	7.209629e-01	1.000000e+00
1.716770086398116e+00	7.209629e-01	1.000000e+00
1.736770086398115e+00	7.209629e-01	1.000000e+00
1.756770086398115e+00	7.209629e-01	1.000000e+00
1.776770086398114e+00	7.209629e-01	1.000000e+00
1.796770086398114e+00	7.209629e-01	1.000000e+00
1.816770086398114e+00	7.209629e-01	1.000000e+00
1.836770086398113e+00	7.209629e-01	1.000000e+00
1.856770086398113e+00	7.209629e-01	1.000000e+00
1.870382231466568e+00	7.209629e-01	1.000000e+00
1.885783074840178e+00	7.209629e-01	1.000000e+00
1.905050818925332e+00	7.209629e-01	1.000000e+00
1.925050818925332e+00	7.209629e-01	1.000000e+00
1.945050818925331e+00	7.209629e-01	1.000000e+00
1.965050818925331e+00	7.209629e-01	1.000000e+00
1.985050818925330e+00	7.209629e-01	1.000000e+00
2.005050818925330e+00	7.209629e-01	1.000000e+00
2.025050818925330e+00	7.209629e-01	1.000000e+00
2.045050818925329e+00	7.209629e-01	1.000000e+00
2.065050818925329e+00	7.209629e-01	1.000000e+00
2.067626770496287e+00	7.209629e-01	1.000000e+00
2.070202722067246e+00	7.209629e-01	1.000000e+00
2.072778673638204e+00	7.209629e-01	1.000000e+00
2.075354625209162e+00	7.209629e-01	1.000000e+00
2.077930576780120e+00	7.209629e-01	1.000000e+00
2.080506528351079e+00	7.209629e-01	1.000000e+00
2.083082479922037e+00	7.209629e-01	1.000000e+00
2.083815123200572e+00	7.209629e-01	1.000000e+00
2.084547766479106e+00	7.209629e-01	1.000000e+00
2.085280409757641e+00	7.209629e-01	1.000000e+00
2.086013053036175e+00	7.209629e-01	1.000000e+00
2.086745696314710e+00	7.209629e-01	1.000000e+00
2.087478339593244e+00	7.209629e-01	1.000000e+00
2.088210982871779e+00	7.209629e-01	1.000000e+00
2.100219184900444e+00	7.209629e-01	1.000000e+00
2.116230120938663e+00	7.209629e-01	1.000000e+00
2.136230120938663e+00	7.209629e-01	1.000000e+00
2.156230120938663e+00	7.209629e-01	1.000000e+00
2.176230120938662e+00	7.209629e-01	1.000000e+00
2.196230120938662e+00	7.209629e-01	1.000000e+00
2.216230120938661e+00	7.209629e-01	1.000000e+00
2.236230120938661e+00	7.209629e-01	1.000000e+00
2.256230120938660e+00	7.209629e-01	1.000000e+00
2.276230120938660e+00	7.209629e-01	1.000000e+00
2.288773982955380e+00	7.209629e-01	1.000000e+00
2.303091365641528e+00	7.209629e-01	1.000000e+00
2.322760841621472e+00	7.209629e-01	1.000000e+00
2.342760841621471e+00	7.209629e-01	1.000000e+00
2.362760841621471e+00	7.209629e-01	1.000000e+00
2.382760841621471e+00	7.209629e-01	1.000000e+00
2.402760841621470e+00	7.209629e-01	1.000000e+00
2.422760841621470e+00	7.209629e-01	1.000000e+00
2.442760841621469e+00	7.209629e-01	1.000000e+00
2.462760841621469e+00	7.209629e-01	1.000000e+00
2.483760840621445e+00	7.209629e-01	1.000000e+00
2.486149367274297e+00	7.209629e-01	1.000000e+00
2.488537893927150e+00	7.209629e-01	1.000000e+00
2.490926420580003e+00	7.209629e-01	1.000000e+00
2.493314947232856e+00	7.209629e-01	1.000000e+00
2.495703473885708e+00	7.209629e-01	1.000000e+00
2.498092000538561e+00	7.209629e-01	1.000000e+00
2.500480527191414e+00	7.209629e-01	1.000000e+00
2.501000001000023e+00	7.209629e-01	1.000000e+00
2.501999999999999e+00	7.209629e-01	1.000000e+00
2.502999999999998e+00	7.209629e-01	1.000000e+00
2.508357069164734e+00	7.209629e-01	1.000000e+00
2.513714138329470e+00	7.209629e-01	1.000000e+00
2.519071207494206e+00	7.209629e-01	1.000000e+00
2.524428276658941e+00	7.209629e-01	1.000000e+00
2.529785345823677e+00	7.209629e-01	1.000000e+00
2.535142414988413e+00	7.209629e-01	1.000000e+00
2.540499484153148e+00	7.209629e-01	1.000000e+00
2.560499484153148e+00	7.209629e-01	1.000000e+00
2.580499484153147e+00	7.209629e-01	1.000000e+00
2.600499484153147e+00	7.209629e-01	1.000000e+00
2.620499484153147e+00	7.209629e-01	1.000000e+00
2.640499484153146e+00	7.209629e-01	1.000000e+00
2.660499484153146e+00	7.209629e-01	1.000000e+00
2.680499484153145e+00	7.209629e-01	1.000000e+00
2.697918775214070e+00	7.209629e-01	1.000000e+00
2.716955712435198e+00	7.209629e-01	1.000000e+00
2.734869497600826e+00	7.209629e-01	1.000000e+00
2.754869497600826e+00	7.209629e-01	1.000000e+00
2.774869497600825e+00	7.209629e-01	1.000000e+00
2.794869497600825e+00	7.209629e-01	1.000000e+00
2.814869497600824e+00	7.209629e-01	1.000000e+00
2.834869497600824e+00	7.209629e-01	1.000000e+00
2.854869497600824e+00	7.209629e-01	1.000000e+00
2.874869497600823e+00	7.209629e-01	1.000000e+00
2.897666667700024e+00	7.209629e-01	1.000000e+00
2.911232708890443e+00	7.209629e-01	1.000000e+00
2.917666667700026e+00	7.209629e-01	1.000000e+00
2.920515992315697e+00	7.209629e-01	1.000000e+00
2.923365316931368e+00	7.209629e-01	1.000000e+00
2.926214641547040e+00	7.209629e-01	1.000000e+00
2.929063966162711e+00	7.209629e-01	1.000000e+00
2.931913290778383e+00	7.209629e-01	1.000000e+00
2.934762615394054e+00	7.209629e-01	1.000000e+00
2.937611940009726e+00	7.209629e-01	1.000000e+00
2.957611940009725e+00	7.209629e-01	1.000000e+00
2.977611940009725e+00	7.209629e-01	1.000000e+00
2.997611940009724e+00	7.209629e-01	1.000000e+00
3.017611940009724e+00	7.209629e-01	1.000000e+00
3.037611940009723e+00	7.209629e-01	1.000000e+00
3.057611940009723e+00	7.209629e-01	1.000000e+00
3.077611940009723e+00	7.209629e-01	1.000000e+00
3.097611940009722e+00	7.209629e-01	1.000000e+00
3.114751594656934e+00	7.209629e-01	1.000000e+00
3.133684451597988e+00	7.209629e-01	1.000000e+00
3.151637155079211e+00	7.209629e-01	1.000000e+00
3.171637155079210e+00	7.209629e-01	1.000000e+00
3.191637155079210e+00	7.209629e-01	1.000000e+00
3.211637155079210e+00	7.209629e-01	1.000000e+00
3.231637155079209e+00	7.209629e-01	1.000000e+00
3.251637155079209e+00	7.209629e-01	1.000000e+00
3.271637155079208e+00	7.209629e-01	1.000000e+00
3.291637155079208e+00	7.209629e-01	1.000000e+00
3.311637155079207e+00	7.209629e-01	1.000000e+00
3.323548617116758e+00	7.209629e-01	1.000000e+00
3.334333334400023e+00	7.209629e-01	1.000000e+00
3.337520701048182e+00	7.209629e-01	1.000000e+00
3.340708067696341e+00	7.209629e-01	1.000000e+00
3.343895434344499e+00	7.209629e-01	1.000000e+00
3.347082800992658e+00	7.209629e-01	1.000000e+00
3.350270167640816e+00	7.209629e-01	1.000000e+00
3.353457534288975e+00	7.209629e-01	1.000000e+00
3.356644900937134e+00	7.209629e-01	1.000000e+00
3.376644900937134e+00	7.209629e-01	1.000000e+00
3.396644900937133e+00	7.209629e-01	1.000000e+00
3.416644900937133e+00	7.209629e-01	1.000000e+00
3.436644900937132e+00	7.209629e-01	1.000000e+00
3.456644900937132e+00	7.209629e-01	1.000000e+00
3.476644900937131e+00	7.209629e-01	1.000000e+00
3.496644900937131e+00	7.209629e-01	1.000000e+00
3.516644900937131e+00	7.209629e-01	1.000000e+00
3.532299415544767e+00	7.209629e-01	1.000000e+00
3.550680141090247e+00	7.209629e-01	1.000000e+00
3.568839115695111e+00	7.209629e-01	1.000000e+00
3.588839115695110e+00	7.209629e-01	1.000000e+00
3.608839115695110e+00	7.209629e-01	1.000000e+00
3.628839115695110e+00	7.209629e-01	1.000000e+00
3.648839115695109e+00	7.209629e-01	1.000000e+00
3.668839115695109e+00	7.209629e-01	1.000000e+00
3.688839115695108e+00	7.209629e-01	1.000000e+00
3.708839115695108e+00	7.209629e-01	1.000000e+00
3.731000001100027e+00	7.209629e-01	1.000000e+00
3.742356459480350e+00	7.209629e-01	1.000000e+00
3.751000001100026e+00	7.209629e-01	1.000000e+00
3.754827855245883e+00	7.209629e-01	1.000000e+00
3.758655709391740e+00	7.209629e-01	1.000000e+00
3.762483563537596e+00	7.209629e-01	1.000000e+00
3.766311417683453e+00	7.209629e-01	1.000000e+00
3.770139271829309e+00	7.209629e-01	1.000000e+00
3.773967125975166e+00	7.209629e-01	1.000000e+00
3.777794980121023e+00	7.209629e-01	1.000000e+00
3.797794980121022e+00	7.209629e-01	1.000000e+00
3.817794980121022e+00	7.209629e-01	1.000000e+00
3.837794980121021e+00	7.209629e-01	1.000000e+00
3.857794980121021e+00	7.209629e-01	1.000000e+00
3.877794980121021e+00	7.209629e-01	1.000000e+00
3.897794980121020e+00	7.209629e-01	1.000000e+00
3.917794980121020e+00	7.209629e-01	1.000000e+00
3.937794980121019e+00	7.209629e-01	1.000000e+00
3.950633236491523e+00	7.209629e-01	1.000000e+00
3.967968632546441e+00	7.209629e-01	1.000000e+00
3.986517345666924e+00	7.209629e-01	1.000000e+00
4.006517345666923e+00	7.209629e-01	1.000000e+00
4.026517345666923e+00	7.209629e-01	1.000000e+00
4.046517345666922e+00	7.209629e-01	1.000000e+00
4.066517345666922e+00	7.209629e-01	1.000000e+00
4.086517345666921e+00	7.209629e-01	1.000000e+00
4.106517345666921e+00	7.209629e-01	1.000000e+00
4.126517345666921e+00	7.209629e-01	1.000000e+00
4.147666667800026e+00	7.209629e-01	1.000000e+00
4.150523810657169e+00	7.209629e-01	1.000000e+00
4.153380953514311e+00	7.209629e-01	1.000000e+00
4.156238096371454e+00	7.209629e-01	1.000000e+00
4.159095239228598e+00	7.209629e-01	1.000000e+00
4.161952382085740e+00	7.209629e-01	1.000000e+00
4.164809524942883e+00	7.209629e-01	1.000000e+00
4.167666667800026e+00	7.209629e-01	1.000000e+00
4.172227675820500e+00	7.209629e-01	1.000000e+00
4.176788683840975e+00	7.209629e-01	1.000000e+00
4.181349691861450e+00	7.209629e-01	1.000000e+00
4.185910699881924e+00	7.209629e-01	1.000000e+00
4.190471707902399e+00	7.209629e-01	1.000000e+00
4.195032715922873e+00	7.209629e-01	1.000000e+00
4.199593723943348e+00	7.209629e-01	1.000000e+00
4.219593723943348e+00	7.209629e-01	1.000000e+00
4.239593723943347e+00	7.209629e-01	1.000000e+00
4.259593723943347e+00	7.209629e-01	1.000000e+00
4.279593723943346e+00	7.209629e-01	1.000000e+00
4.299593723943346e+00	7.209629e-01	1.000000e+00
4.319593723943346e+00	7.209629e-01	1.000000e+00
4.339593723943345e+00	7.209629e-01	1.000000e+00
4.359593723943345e+00	7.209629e-01	1.000000e+00
4.372106624099372e+00	7.209629e-01	1.000000e+00
4.386424441597448e+00	7.209629e-01	1.000000e+00
4.406093756461985e+00	7.209629e-01	1.000000e+00
4.426093756461984e+00	7.209629e-01	1.000000e+00
4.446093756461984e+00	7.209629e-01	1.000000e+00
4.466093756461984e+00	7.209629e-01	1.000000e+00
4.486093756461983e+00	7.209629e-01	1.000000e+00
4.506093756461983e+00	7.209629e-01	1.000000e+00
4.526093756461982e+00	7.209629e-01	1.000000e+00
4.546093756461982e+00	7.209629e-01	1.000000e+00
4.566093756461981e+00	7.209629e-01	1.000000e+00
4.578521766788826e+00	7.209629e-01	1.000000e+00
4.584333334500029e+00	7.209629e-01	1.000000e+00
4.589563745440111e+00	7.209629e-01	1.000000e+00
4.594794156380193e+00	7.209629e-01	1.000000e+00
4.600024567320275e+00	7.209629e-01	1.000000e+00
4.605254978260356e+00	7.209629e-01	1.000000e+00
4.610485389200438e+00	7.209629e-01	1.000000e+00
4.615715800140520e+00	7.209629e-01	1.000000e+00
4.620946211080602e+00	7.209629e-01	1.000000e+00
4.640946211080601e+00	7.209629e-01	1.000000e+00
4.660946211080601e+00	7.209629e-01	1.000000e+00
4.680946211080601e+00	7.209629e-01	1.000000e+00
4.700946211080600e+00	7.209629e-01	1.000000e+00
4.720946211080600e+00	7.209629e-01	1.000000e+00
4.740946211080599e+00	7.209629e-01	1.000000e+00
4.760946211080599e+00	7.209629e-01	1.000000e+00
4.780946211080598e+00	7.209629e-01	1.000000e+00
4.800174739540035e+00	7.209629e-01	1.000000e+00
4.818016853702508e+00	7.209629e-01	1.000000e+00
4.838016853702507e+00	7.209629e-01	1.000000e+00
4.858016853702507e+00	7.209629e-01	1.000000e+00
4.878016853702507e+00	7.209629e-01	1.000000e+00
4.898016853702506e+00	7.209629e-01	1.000000e+00
4.918016853702506e+00	7.209629e-01	1.000000e+00
4.938016853702505e+00	7.209629e-01	1.000000e+00
4.958016853702505e+00	7.209629e-01	1.000000e+00
4.978016853702504e+00	7.209629e-01	1.000000e+00
4.989067414810018e+00	7.209629e-01	1.000000e+00
4.999000000000001e+00	7.209629e-01	1.000000e+00
5.000000000000000e+00	7.209629e-01	1.000000e+00
