in s,C1 in V,C2 in V
-2.218080E+00,8.30078E-01,1.31836E-01
-2.217600E+00,8.69141E-01,1.12305E-01
-2.217120E+00,8.30078E-01,1.02539E-01
-2.216640E+00,8.30078E-01,1.02539E-01
-2.216160E+00,8.10547E-01,1.12305E-01
-2.215680E+00,8.49609E-01,1.12305E-01
-2.215200E+00,8.10547E-01,1.12305E-01
-2.214720E+00,8.49609E-01,1.02539E-01
-2.214240E+00,8.69141E-01,8.30078E-02
-2.213760E+00,8.69141E-01,1.02539E-01
-2.213280E+00,8.69141E-01,8.30078E-02
-2.212800E+00,9.27734E-01,7.32422E-02
-2.212320E+00,9.08203E-01,7.32422E-02
-2.211840E+00,8.30078E-01,9.27734E-02
-2.211360E+00,8.49609E-01,8.30078E-02
-2.210880E+00,8.69141E-01,6.34766E-02
-2.210400E+00,8.69141E-01,8.30078E-02
-2.209920E+00,9.08203E-01,7.32422E-02
-2.209440E+00,8.69141E-01,7.32422E-02
-2.208960E+00,9.27734E-01,7.32422E-02
-2.208480E+00,9.27734E-01,3.41797E-02
-2.208000E+00,9.27734E-01,6.34766E-02
-2.207520E+00,9.27734E-01,6.34766E-02
-2.207040E+00,9.08203E-01,5.37109E-02
-2.206560E+00,9.27734E-01,1.46484E-02
-2.206080E+00,9.47266E-01,4.39453E-02
-2.205600E+00,9.66797E-01,6.34766E-02
-2.205120E+00,9.08203E-01,4.39453E-02
-2.204640E+00,9.08203E-01,6.34766E-02
-2.204160E+00,9.66797E-01,4.39453E-02
-2.203680E+00,9.66797E-01,1.46484E-02
-2.203200E+00,9.47266E-01,2.44141E-02
-2.202720E+00,1.00586E+00,4.39453E-02
-2.202240E+00,9.47266E-01,3.41797E-02
-2.201760E+00,9.86328E-01,3.41797E-02
-2.201280E+00,9.86328E-01,1.46484E-02
-2.200800E+00,9.47266E-01,1.46484E-02
-2.200320E+00,1.04492E+00,-2.44141E-02
-2.199840E+00,1.00586E+00,3.41797E-02
-2.199360E+00,9.47266E-01,1.46484E-02
-2.198880E+00,1.02539E+00,4.88281E-03
-2.198400E+00,1.00586E+00,1.46484E-02
-2.197920E+00,9.66797E-01,-1.46484E-02
-2.197440E+00,9.66797E-01,4.88281E-03
-2.196960E+00,1.02539E+00,2.44141E-02
-2.196480E+00,1.02539E+00,-5.37109E-02
-2.196000E+00,1.06445E+00,1.46484E-02
-2.195520E+00,9.47266E-01,1.46484E-02
-2.195040E+00,1.02539E+00,-4.39453E-02
-2.194560E+00,1.06445E+00,-4.39453E-02
-2.194080E+00,1.04492E+00,1.46484E-02
-2.193600E+00,1.08398E+00,-5.37109E-02
-2.193120E+00,1.04492E+00,-6.34766E-02
-2.192640E+00,1.04492E+00,-6.34766E-02
-2.192160E+00,1.04492E+00,-5.37109E-02
-2.191680E+00,1.08398E+00,-3.41797E-02
-2.191200E+00,1.08398E+00,-9.27734E-02
-2.190720E+00,1.08398E+00,-7.32422E-02
-2.190240E+00,1.06445E+00,-7.32422E-02
-2.189760E+00,1.04492E+00,-7.32422E-02
-2.189280E+00,1.14258E+00,-7.32422E-02
-2.188800E+00,1.08398E+00,-7.32422E-02
-2.188320E+00,1.14258E+00,-1.02539E-01
-2.187840E+00,1.14258E+00,-9.27734E-02
-2.187360E+00,1.14258E+00,-8.30078E-02
-2.186880E+00,1.06445E+00,-1.02539E-01
-2.186400E+00,1.14258E+00,-9.27734E-02
-2.185920E+00,1.16211E+00,-8.30078E-02
-2.185440E+00,1.14258E+00,-9.27734E-02
-2.184960E+00,1.14258E+00,-7.32422E-02
-2.184480E+00,1.12305E+00,-8.30078E-02
-2.184000E+00,1.18164E+00,-1.12305E-01
-2.183520E+00,1.16211E+00,-8.30078E-02
-2.183040E+00,1.18164E+00,-8.30078E-02
-2.182560E+00,1.16211E+00,-9.27734E-02
-2.182080E+00,1.20117E+00,-1.02539E-01
-2.181600E+00,1.18164E+00,-9.27734E-02
-2.181120E+00,1.20117E+00,-1.02539E-01
-2.180640E+00,1.16211E+00,-1.22070E-01
-2.180160E+00,1.20117E+00,-8.30078E-02
-2.179680E+00,1.14258E+00,-1.22070E-01
-2.179200E+00,1.20117E+00,-1.31836E-01
-2.178720E+00,1.20117E+00,-1.31836E-01
-2.178240E+00,1.14258E+00,-1.02539E-01
-2.177760E+00,1.22070E+00,-1.22070E-01
-2.177280E+00,1.20117E+00,-1.22070E-01
-2.176800E+00,1.22070E+00,-1.12305E-01
-2.176320E+00,1.27930E+00,-1.41602E-01
-2.175840E+00,1.22070E+00,-1.22070E-01
-2.175360E+00,1.22070E+00,-1.12305E-01
-2.174880E+00,1.22070E+00,-1.51367E-01
-2.174400E+00,1.27930E+00,-1.31836E-01
-2.173920E+00,1.24023E+00,-1.31836E-01
-2.173440E+00,1.24023E+00,-1.31836E-01
-2.172960E+00,1.25977E+00,-1.41602E-01
-2.172480E+00,1.25977E+00,-1.41602E-01
-2.172000E+00,1.20117E+00,-1.22070E-01
-2.171520E+00,1.25977E+00,-1.70898E-01
-2.171040E+00,1.22070E+00,-1.51367E-01
-2.170560E+00,1.31836E+00,-1.41602E-01
-2.170080E+00,1.24023E+00,-1.51367E-01
-2.169600E+00,1.24023E+00,-1.41602E-01
-2.169120E+00,1.25977E+00,-1.70898E-01
-2.168640E+00,1.22070E+00,-1.51367E-01
-2.168160E+00,1.31836E+00,-1.41602E-01
-2.167680E+00,1.24023E+00,-1.51367E-01
-2.167200E+00,1.31836E+00,-1.51367E-01
-2.166720E+00,1.33789E+00,-1.51367E-01
-2.166240E+00,1.31836E+00,-1.61133E-01
-2.165760E+00,1.27930E+00,-1.41602E-01
-2.165280E+00,1.33789E+00,-1.61133E-01
-2.164800E+00,1.25977E+00,-1.41602E-01
-2.164320E+00,1.31836E+00,-1.61133E-01
-2.163840E+00,1.31836E+00,-1.90430E-01
-2.163360E+00,1.29883E+00,-1.41602E-01
-2.162880E+00,1.33789E+00,-1.80664E-01
-2.162400E+00,1.35742E+00,-1.80664E-01
-2.161920E+00,1.31836E+00,-1.61133E-01
-2.161440E+00,1.35742E+00,-1.80664E-01
-2.160960E+00,1.39648E+00,-1.61133E-01
-2.160480E+00,1.35742E+00,-1.61133E-01
-2.160000E+00,1.41602E+00,-1.80664E-01
-2.159520E+00,1.37695E+00,-1.70898E-01
-2.159040E+00,1.35742E+00,-1.80664E-01
-2.158560E+00,1.39648E+00,-1.51367E-01
-2.158080E+00,1.37695E+00,-1.70898E-01
-2.157600E+00,1.33789E+00,-1.80664E-01
-2.157120E+00,1.37695E+00,-1.90430E-01
-2.156640E+00,1.43555E+00,-1.61133E-01
-2.156160E+00,1.41602E+00,-1.80664E-01
-2.155680E+00,1.41602E+00,-2.00195E-01
-2.155200E+00,1.37695E+00,-1.61133E-01
-2.154720E+00,1.39648E+00,-1.70898E-01
-2.154240E+00,1.43555E+00,-2.00195E-01
-2.153760E+00,1.39648E+00,-1.80664E-01
-2.153280E+00,1.43555E+00,-1.80664E-01
-2.152800E+00,1.43555E+00,-1.80664E-01
-2.152320E+00,1.39648E+00,-2.09961E-01
-2.151840E+00,1.43555E+00,-2.00195E-01
-2.151360E+00,1.43555E+00,-1.80664E-01
-2.150880E+00,1.49414E+00,-2.00195E-01
-2.150400E+00,1.45508E+00,-2.00195E-01
-2.149920E+00,1.53320E+00,-2.00195E-01
-2.149440E+00,1.49414E+00,-2.00195E-01
-2.148960E+00,1.47461E+00,-2.09961E-01
-2.148480E+00,1.51367E+00,-1.90430E-01
-2.148000E+00,1.45508E+00,-2.00195E-01
-2.147520E+00,1.49414E+00,-1.90430E-01
-2.147040E+00,1.51367E+00,-1.80664E-01
-2.146560E+00,1.47461E+00,-1.90430E-01
-2.146080E+00,1.51367E+00,-1.51367E-01
-2.145600E+00,1.55273E+00,-2.00195E-01
-2.145120E+00,1.51367E+00,-1.90430E-01
